,Symbol,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
2056,SIMO,1.12,0.16,7.01,18.52,0.79,4.41,
2057,SINT,,,,,,,
2058,SIRI,1.04,0.03,0.32,-0.62,0.14,10.75,0.2
2059,SITM,,-0.0,3.1,15.95,0.68,2.16,0.03
2060,SKIN,,-0.82,0.14,0.13,0.9,5.94,
2061,SKYT,,-0.15,0.08,2.48,0.22,4.41,0.16
2062,SKYW,1.96,0.04,3.88,44.67,0.88,4.04,0.03
2063,SLCT,,,,,,,
2064,SLGG,1.38,0,-0.57,2.79,0.2,3.65,0.04
2065,SLGL,,,,,,,
2066,SLGN,,,,,,,
2067,SLHG,,,,,,,
2068,SLM,1.38,0.59,2.64,6.71,1.0,1.64,0.01
2069,SLN,,,,,,,
2070,SLNO,,,,,,,
2071,SLRC,,,,,,,
2072,SLRX,1.85,-1.79,-0.34,1.02,0.28,0.9,0.03
2073,SLS,1.71,-1.6,-1.44,2.1,0.16,5.47,0.05
2074,SMBC,,,,,,,
2075,SMBK,,,,,,,
2076,SMCI,,,,,,,
2077,SMED,,,,,,,
2078,SMSI,0.72,-0.15,0.23,2.23,0.37,6.73,0.05
2079,SMTC,,,,,,,
2080,SMTI,,,,,,,
2081,SNAX,,,,,,,
2082,SNCR,0.97,-0.08,0.09,1.19,0.52,8.74,0.05
2083,SNCY,,,,,,,
2084,SNDX,,,,,,,
2085,SNES,1.59,0,-0.76,1.18,0.1,1.14,0.01
2086,SNEX,,,,,,,
2087,SNPO,,-0.01,0.85,10.51,0.75,1.67,0.03
2088,SNPS,1.11,0.18,7.64,33.76,0.9,2.69,0.01
2089,SOFI,,-0.59,-0.28,5.29,0.32,1.5,
2090,SOLO,2.62,0,-0.27,2.3,0.14,6.57,0.17
2091,SONN,,0,-0.58,0.06,0.02,0.09,0.01
2092,SONO,1.97,0.11,1.25,4.67,0.79,4.07,0.07
2093,SOPH,,-1.52,-1.4,1.44,0.32,9.44,0.01
2094,SP,,,,,,,
2095,SPCB,0.54,-0.67,-0.56,0.25,0.13,1.14,0.01
2096,SPFI,,,,,,,
2097,SPLK,1.22,-0.5,-1.05,7.01,0.89,4.47,0.05
2098,SPNE,,,,,,,
2099,SPPI,2.09,0,-0.93,0.68,0.69,7.28,0.13
2100,SPRB,,0,-2.57,5.57,1.03,13.79,0.03
2101,SPRO,,,,,,,
2102,SPSC,0.83,0.13,2.02,12.68,1.02,2.44,0.03
2103,SPT,,-0.16,-0.19,2.79,0.93,4.17,0.04
2104,SRAX,,,,,,,
2105,SRDX,,,,,,,
2106,SRGA,2.25,-0.09,-0.33,0.38,0.52,2.51,0.04
2107,SRNE,2.4,0,1.66,0.64,0.26,9.48,0.15
2108,SRPT,1.42,-1.06,-5.82,6.08,0.74,3.96,0.07
2109,SRRA,,,,,,,
2110,SRRK,0.26,0,-4.04,6.29,1.01,20.65,0.18
2111,SRTS,,,,,,,
2112,SRZN,,,,,,,
2113,SSBK,,,,,,,
2114,SSKN,,,,,,,
2115,SSP,,,,,,,
2116,SSRM,1.08,0.17,1.62,15.99,0.63,4.24,0.02
2117,SSSS,1.48,115.21,0.5,16.56,0.3,2.72,0.02
2118,SSTI,,,,,,,
2119,STAA,1.07,0.1,0.77,4.95,0.92,4.99,0.05
2120,STAF,1.64,0.01,0.19,0.11,0.11,0.83,0.02
2121,STIM,2.49,-0.41,-0.98,3.71,0.92,4.88,0.09
2122,STKL,2.22,0.09,0.14,2.91,0.74,1.97,0.02
2123,STLD,1.49,0.15,12.16,27.7,0.85,2.05,0.03
2124,STOK,0.29,0,-2.45,6.95,0.56,15.14,0.1
2125,STRL,,,,,,,
2126,STRO,,,,,,,
2127,STRR,,,,,,,
2128,STSA,,,,,,,
2129,STTK,,0,-1.94,6.58,0.63,11.98,0.07
2130,STX,1.14,0.14,9.27,2.67,0.84,5.68,0.06
2131,STXB,,,,,,,
2132,SUNS,,,,,,,
2133,SUPN,1.23,0.18,2.43,14.78,1.05,19.75,0.21
2134,SURF,1.65,0.19,-1.51,3.34,0.6,2.63,0.09
2135,SV,,0,,0.17,0.89,6.02,0.02
2136,SVRA,1.07,0,-0.34,1.45,0.7,3.47,0.02
2137,SWAV,1.31,-0.41,1.26,5.93,0.98,5.73,0.06
2138,SWIM,,-0.05,0.62,2.66,0.93,3.68,0.05
2139,SWKH,,,,,,,
2140,SWKS,1.11,0.3,11.46,30.3,0.76,2.3,0.02
2141,SWTX,0.82,-2.49,-3.37,10.24,0.92,10.16,0.16
2142,SY,,,,,,,
2143,SYBX,,,,,,,
2144,SYNA,1.28,0.06,10.96,27.38,0.95,8.33,0.11
2145,SYNH,,,,,,,
2146,SYRS,1.92,0,-1.87,2.1,0.85,6.39,0.1
2147,SYTA,1.53,0,-0.81,2.09,0.07,0.49,0.02
2148,TA,2.08,0.0,3.21,45.63,0.58,5.47,0.06
2149,TACO,2.01,0.04,0.55,5.93,0.73,2.19,0.02
2150,TACT,,,,,,,
2151,TALK,,-0.54,-0.25,1.33,0.67,2.07,
2152,TALS,,,,,,,
2153,TARA,,0,-5.16,15.88,0.68,0.97,0.02
2154,TARS,,-0.09,-5.33,9.36,0.64,14.94,0.04
2155,TASK,,-0.11,1.28,3.25,1.45,1.26,0.09
2156,TAST,2.68,-0.02,-0.15,5.22,0.44,3.92,0.04
2157,TBBK,,,,,,,
2158,TBLA,,-0.02,0.06,2.59,0.2,2.83,
2159,TBLT,0.56,-0.43,-0.17,0.62,0.06,1.22,0.02
2160,TCFC,,,,,,,
2161,TCMD,1.59,0.07,0.81,6.71,0.99,8.31,0.11
2162,TCOM,1.25,0.18,1.13,173.72,0.71,5.13,
2163,TCON,,,,,,,
2164,TCPC,1.73,1.1,1.33,14.21,0.28,1.11,0.0
2165,TCRR,2.38,0,-3.02,8.61,0.97,1.33,0.06
2166,TCRX,,,,,,,
2167,TDUP,,-0.28,-0.28,1.91,1.1,8.53,0.23
2168,TEAM,0.8,-0.33,2.12,1.17,0.87,1.9,0.01
2169,TECH,,,,,,,
2170,TELA,,,,,,,
2171,TENB,1.62,-0.07,0.34,1.84,0.82,3.64,0.03
2172,TENX,2.26,0,-0.09,0.06,0.14,1.03,0.01
2173,TER,1.3,0.28,6.32,15.42,0.96,3,0.03
2174,TERN,,,,,,,
2175,TESS,1.12,-0.02,-0.58,8.48,0.57,2.85,0.01
2176,TFFP,,,,,,,
2177,TFSL,,,,,,,
2178,TGLS,1.69,,,,,,
2179,TGTX,1.96,0,-2.28,2.98,0.72,13.63,0.12
2180,TH,,,,,,,
2181,THMO,,,,,,,
2182,THRY,,,,,,,
2183,TIL,,0,-1.59,4.94,0.55,33.42,0.33
2184,TITN,,,,,,,
2185,TKNO,,,,,,,
2186,TLMD,,-0.89,-0.53,1.9,0.7,1.7,0.03
2187,TLS,,,,,,,
2188,TLSA,,,,,,,
2189,TMC,,0,-0.27,0.09,0.1,0.17,
2190,TMCI,,-0.1,-0.24,1.95,0.26,3.96,0.03
2191,TMDI,4.65,-1.89,-0.24,0.29,0.05,4.16,0.01
2192,TMUS,0.58,0.05,3.44,54.07,0.42,2.5,0.02
2193,TNGX,,,,,,,
2194,TNYA,,0,-5.33,-88.77,0.61,3.7,0.03
2195,TPIC,1.6,0.0,0.77,4.34,0.98,7.26,0.11
2196,TPST,,,,,,,
2197,TPTX,1.08,-2.83,-6.08,21.61,1.0,8.37,0.06
2198,TREE,1.52,-0.01,4.04,31.57,1.0,6.4,0.22
2199,TRIL,1.98,0,-0.94,2.33,0.8,1.59,0.02
2200,TRIN,,,,,,,
2201,TRMR,,,,,,,
2202,TRNS,,,,,,,
2203,TRVI,0.02,0,-2.27,0.83,0.66,0.17,0.02
2204,TRVN,2.41,0,-0.35,0.55,0.22,13,0.08
2205,TSCO,0.96,0.07,8.71,17.69,0.89,3.8,0.03
2206,TSEM,1.33,0.08,1.78,14.07,0.56,0.91,0.0
2207,TSHA,,0,-4.62,4.86,0.46,28.15,0.15
2208,TSP,,0,-2.15,7.14,0.3,5.96,0.07
2209,TTD,2.49,0.25,0.83,2.51,0.67,4.38,0.03
2210,TTEC,,,,,,,
2211,TTEK,,,,,,,
2212,TTGT,0.87,0.09,2.39,6.88,1.04,10.69,0.08
2213,TTMI,,,,,,,
2214,TTNP,0.86,0,-1.19,0.89,0.2,1.9,0.04
2215,TTOO,0.29,-1.66,-0.3,0.05,0.17,3.47,0.05
2216,TTWO,0.56,0.19,6.42,32.77,0.91,2.14,0.03
2217,TVTX,,,,,,,
2218,TWNK,0.65,0.07,0.94,12.9,1.21,18.2,0.18
2219,TWOU,0.97,-0.18,-0.23,12.31,1.12,12.82,0.16
2220,TXG,1.41,-1.24,-0.2,7.08,0.9,5.61,0.05
2221,TXMD,1.85,-1.85,-0.2,-0.12,0.46,6.43,0.07
2222,TXN,0.98,0.42,8.21,13.16,0.85,4.15,0.02
2223,TZOO,2.03,0.01,0.98,0.09,0.32,1.82,0.02
2224,UBX,0.22,0,-1.31,1.2,0.53,2.66,0.03
2225,UCBI,,,,,,,
2226,UCTT,1.98,0.05,4.72,17.17,0.93,3.38,0.03
2227,UEIC,,,,,,,
2228,UEPS,1.07,-0.29,0.09,4.9,0.48,1.94,0.01
2229,UFPI,1.51,0.06,6.85,30.09,0.84,3.65,0.02
2230,ULBI,,,,,,,
2231,ULCC,,-0.19,0.81,2.55,0.18,6.9,0.1
2232,ULH,,,,,,,
2233,ULTA,1.69,0.1,16.43,34.53,0.93,2.44,0.03
2234,UMPQ,1.18,0.36,1.72,12.54,0.92,2.83,0.02
2235,UNCY,,,,,,,
2236,UNTY,,,,,,,
2237,UPLD,,,,,,,
2238,UPST,,0.12,1.66,9.22,0.55,0.76,0.07
2239,UPWK,1.91,-0.07,0.19,2.06,0.72,4.11,0.05
2240,URGN,,,,,,,
2241,UROY,,0,,1.31,0.13,0.32,
2242,USAU,,,,,,,
2243,USCB,,,,,,,
2244,USIO,,,,,,,
2245,UTHR,0.55,0.3,16.08,81.08,0.98,7.7,0.05
2246,VACC,,,,,,,
2247,VALN,0.91,-1.14,-0.25,1.55,0.02,0.09,
2248,VBIV,2.05,0,-0.15,0.66,0.5,11.37,0.11
2249,VBLT,,,,,,,
2250,VBTX,,,,,,,
2251,VCEL,2.12,0.06,0.46,3.24,1.1,11.9,0.09
2252,VECO,,,,,,,
2253,VECT,,0,-2.02,2.62,0.79,5.45,0.0
2254,VEON,1.33,-0.05,0.4,0.23,0.27,7.43,
2255,VERA,,,,,,,
2256,VERB,0.52,0,-0.35,0.21,0.08,2.29,0.09
2257,VERI,3.04,-0.95,0.24,2.44,0.51,5.53,0.06
2258,VERO,,,,,,,
2259,VERU,0.64,-0.0,-0.16,1.94,0.31,4.63,0.04
2260,VERV,,0,-2.49,8.46,0.56,4.21,0.06
2261,VERX,,-0.04,0.25,1.54,0.67,3.44,0.04
2262,VFF,3.82,-0.02,0.28,4.24,0.27,13.61,0.11
2263,VINC,,,,,,,
2264,VINP,,,,,,,
2265,VIR,-1.31,-1.63,-1.62,5.65,0.76,5.15,0.08
2266,VIRC,,,,,,,
2267,VIRT,-0.3,0.2,2.68,13.32,0.95,4.26,0.06
2268,VIRX,,0,-1.31,3.01,0.46,7.38,
2269,VITL,,0.04,0.05,3.81,0.74,13.42,0.15
2270,VIVE,,,,,,,
2271,VIVO,,,,,,,
2272,VJET,,,,,,,
2273,VKTX,1.82,0,-1.08,2.88,0.5,8.77,0.07
2274,VMD,,,,,,,
2275,VMEO,,-0.09,-0.26,2.31,0.87,3.42,0.04
2276,VNDA,,,,,,,
2277,VNET,0.25,-0.1,-0.45,47.85,0.81,4.66,
2278,VNOM,2.63,-0.08,1,9.23,1.02,3.22,0.02
2279,VOD,0.91,0.0,0.76,19.77,0.1,2.81,
2280,VOR,,0,-2.74,6.78,0.84,9.71,0.12
2281,VOXX,1.3,0.05,0.79,17.09,0.5,3.07,0.05
2282,VQS,,,,,,,
2283,VRAY,,,,,,,
2284,VRCA,,,,,,,
2285,VRDN,1.25,0,-3.18,-6.44,0.75,0.39,0.01
2286,VRM,,-0.12,-2.36,8.31,1.0,8.58,0.17
2287,VRME,,,,,,,
2288,VRNA,,,,,,,
2289,VRNS,,,,,,,
2290,VRNT,,,,,,,
2291,VRRM,,,,,,,
2292,VRSK,,,,,,,
2293,VRSN,0.81,0.49,6.17,-12.66,0.93,2.3,0.01
2294,VRTS,,,,,,,
2295,VRTX,0.66,0.3,13.17,35.49,0.92,3.04,0.02
2296,VS,,,,,,,
2297,VSAT,,,,,,,
2298,VSEC,,,,,,,
2299,VSTM,0.78,0,-0.3,0.51,0.65,2.14,0.04
2300,VTGN,1.0,0,-0.35,0.45,0.69,10.16,0.06
2301,VTNR,1.93,-0.12,0.07,0.27,0.21,2.15,0.08
2302,VTRU,,,,,,,
2303,VTVT,-1.65,-0.71,-0.33,-0.79,0.07,0.62,0.11
2304,VVOS,,-1.07,-0.65,1.6,0.1,0.03,0.02
2305,VWE,,,,,,,
2306,VXRT,0.51,0,-0.62,1.63,0.37,5.58,0.17
2307,VYNE,,0,-0.69,1.45,0.37,1.71,0.02
2308,WATT,3.36,0,-0.44,0.57,0.14,8.71,0.11
2309,WB,1.11,0.1,3.35,13.2,0.5,20.06,
2310,WDAY,1.3,-0.01,3.53,15.6,0.93,5.03,0.04
2311,WDC,1.63,0.05,10.36,34.81,0.82,2.9,0.03
2312,WEN,0.96,0.12,0.91,2.56,0.68,4.08,0.05
2313,WFRD,,-0.17,-2.43,10.37,0.89,0.63,
2314,WIMI,,-0.15,0.27,13.2,0.03,0.92,
2315,WING,,,,,,,
2316,WINT,-0.07,0,-0.63,2.13,0.06,2.46,0.06
2317,WISA,-0.33,0,-0.57,0.91,0.09,0.96,0.01
2318,WIX,1.39,-0.08,-1.17,5.32,0.93,6.28,0.08
2319,WKEY,1.67,-1.46,,1.89,0.0,0.31,
2320,WKME,,-0.48,-0.51,12.64,0.84,2.23,0.02
2321,WLDN,,,,,,,
2322,WMG,,,,,,,
2323,WNEB,,,,,,,
2324,WRAP,1.87,0,-0.42,1.22,0.15,16.5,0.12
2325,WSC,,,,,,,
2326,WTFC,,0.27,5.74,70.19,0.93,2.93,0.02
2327,XAIR,-0.45,0,-0.98,1.44,0.19,3.97,0.08
2328,XBIO,2.6,0,-0.37,1.14,0.04,0.07,0.0
2329,XCUR,,,,,,,
2330,XELA,1.95,-0.14,-0.05,-13.4,0.24,1.02,0.08
2331,XENE,1.4,0,-2.02,6.06,0.72,3.33,0.02
2332,XERS,1.81,-2.48,-0.67,0.3,0.26,2.63,0.03
2333,XFOR,,,,,,,
2334,XGN,,,,,,,
2335,XLRN,0.22,-2.21,-3.23,12.55,0.91,1.35,0.03
2336,XM,,-0.78,-0.02,0.04,0.84,4.19,0.04
2337,XMTR,,-0.22,-1.12,-15.02,0.65,7.16,0.08
2338,XNCR,0.71,0.13,-2.36,11.09,1.01,14.09,0.07
2339,XOS,,0,-0.41,-1.35,0.19,1.17,
2340,XPEL,1.59,0.14,1.63,2.55,0.35,4.13,0.06
2341,XPER,,,,,,,
2342,XRAY,,,,,,,
2343,XSPA,2.53,-1.51,-0.01,0.85,0.12,4.93,0.07
2344,XXII,1.94,-0.67,-0.22,0.54,0.36,8.16,0.05
2345,YI,,,,,,,
2346,YMAB,,,,,,,
2347,YMTX,,,,,,,
2348,YNDX,,-0.03,1.28,722.52,0.84,4.71,0.02
2349,YTEN,,,,,,,
2350,YTRA,,,,,,,
2351,YY,0.91,0.11,1.64,72.8,0.78,4.97,
2352,ZG,1.29,0.04,1.15,22.68,0.88,4.77,0.06
2353,ZGNX,1.34,0,-2.26,4.88,1.12,14.01,0.13
2354,ZI,,0.07,0.68,3.08,0.68,2.63,0.06
2355,ZIXI,1.14,-0.04,0.67,0.54,0.73,3.24,0.03
2356,ZLAB,1.1,0,-4.08,17.64,0.81,5.91,
2357,ZNGA,0.12,-0.07,0.45,2.77,0.83,3.29,0.06
2358,ZNTL,,0,-5.98,5.42,0.91,8.21,0.08
2359,ZS,0.86,-0.39,0.97,3.81,0.45,3.77,0.09
2360,ZSAN,3.5,0,-0.27,0.38,0.15,5.35,0.04
2361,ZUMZ,,,,,,,
2362,ZVO,1.35,-0.2,0.4,1.41,0.62,9.02,0.03
2363,ZYNE,2.42,0,-1.03,2.19,0.38,1.74,0.05
2364,ZYXI,0.98,0.05,0.71,1.65,0.31,16.03,0.19
2365,AAL,1.71,-0.13,-0.1,-11.49,0.54,2.95,0.16
2366,AAOI,1.79,-0.2,-0.44,10.3,0.49,12.88,0.2
2367,ABCM,,,,,,,
2368,ABSI,,0,-0.87,-5.68,0.23,6.85,0.03
2369,ABST,,,,,,,
2370,ABUS,2.68,0,-0.82,-0.56,0.3,0.96,0.03
2371,ACAD,0.66,-0.56,-0.94,3.52,0.93,5.71,0.08
2372,ACBI,,,,,,,
2373,ACER,1.14,0,-1.32,0.54,0.3,3.21,0.02
2374,ACGL,,,,,,,
2375,ACHC,1.53,-0.31,2.94,26.5,1.02,8.26,0.05
2376,ADAP,2.12,0,-1,1.78,0.8,3.08,
2377,ADV,,-0.03,0.81,7.66,0.29,11.54,0.05
2378,ADVM,1.18,0,-1.24,3.86,0.74,2.23,0.09
2379,AEIS,,,,,,,
2380,AFIB,,0,-2.84,2.69,0.7,4.68,0.14
2381,AFIN,1.39,-0.04,-0.01,14.62,0.55,1.77,0.02
2382,AFRM,,-0.5,-0.52,9.58,0.59,0.57,0.06
2383,AINV,2.05,0.67,1.39,16.02,0.35,5.87,0.03
2384,AKBA,1.67,-1.35,-0.78,1.03,0.58,6.71,0.08
2385,AKU,,,,,,,
2386,ALKS,0.95,-0.08,1.12,6.78,1.02,9.82,0.1
2387,AMAL,,,,,,,
2388,AMEH,0.46,0.07,1.38,9.07,0.2,4.03,0.15
2389,AMGN,0.68,0.23,17.88,14.48,0.78,4.07,0.02
2390,AMNB,1.14,0.37,2.75,32.51,0.39,5.24,0.01
2391,AMPH,,,,,,,
2392,AMSF,0.35,0.28,3.07,24.19,0.99,4.17,0.02
2393,AMTB,,,,,,,
2394,ANAB,,,,,,,
2395,ANDE,,,,,,,
2396,ANGO,0.86,-0.12,0.15,11.17,0.97,2.49,0.02
2397,ANIK,,,,,,,
2398,ANIP,1.19,-0.08,3.87,15.86,0.76,7.16,0.06
2399,ANSS,1.23,0.25,7.84,48.74,0.94,2.68,0.01
2400,APOG,,,,,,,
2401,APPN,1.76,-0.14,-0.49,3.89,0.71,13.97,0.17
2402,AQB,1.1,0,-0.23,3.19,0.56,6.24,0.09
2403,ARDX,1.82,0,-1.22,1.14,0.85,1.88,0.07
2404,ARRY,,-0.02,0.64,-0.54,1.15,4.4,0.11
2405,ASMB,,,,,,,
2406,ASPS,1.53,-0.25,-0.01,-7.74,0.38,4.09,0.07
2407,ATNX,0.66,-1.21,-0.9,1.69,0.48,2.94,0.06
2408,ATRO,,,,,,,
2409,AUB,,,,,,,
2410,AUDC,,0.14,1.64,6.24,0.41,4.84,0.02
2411,AVAV,0.32,-0.0,3.09,24.29,0.81,5.74,0.07
2412,AVT,1.53,0.01,4.64,41.01,0.98,3.91,0.04
2413,AXTI,2.27,0.11,0.45,4.88,0.6,2.22,0.03
2414,AY,0.68,0.03,1.13,14.35,0.47,7.08,0.05
2415,AZPN,1.24,0.45,5.28,10.34,1.06,1.86,0.02
2416,BANR,,,,,,,
2417,BATRK,0.9,-0.34,-0.32,4.99,0.78,4.25,0.01
2418,BCLI,0.03,0,-1.02,0.83,0.15,6.52,0.03
2419,BCPC,,,,,,,
2420,BECN,1.98,-0.01,4.77,23.41,1.04,6.36,0.04
2421,BEEM,0.97,-0.91,-0.69,3.29,0.46,14.23,0.35
2422,BFIN,,,,,,,
2423,BGCP,2.21,0.04,0.71,1.83,0.66,4.37,0.03
2424,BGRY,,0,-0.47,-51.06,0.89,1.02,
2425,BIGC,,-0.26,-0.39,2.97,0.76,8.68,0.2
2426,BIIB,0.47,0.14,18.95,71,0.88,2.69,0.02
2427,BKNG,1.22,0.06,97.65,116.88,0.93,2.66,0.02
2428,BLDP,1.59,-0.68,-0.19,4.67,0.33,7.77,
2429,BLIN,3.1,-0.36,-0.04,1.23,0.14,0.3,0.04
2430,BLKB,,,,,,,
2431,BLNK,4.16,0,-0.91,5.55,0.41,9.11,0.36
2432,BLUE,1.57,0,-9.34,14.57,0.81,5.67,0.11
2433,BMBL,,0.42,0.34,12.35,0.98,4.53,0.09
2434,BMRA,-0.66,-0.84,0.31,0.7,0.21,13.04,0.07
2435,BMRC,,,,,,,
2436,BMTC,,,,,,,
2437,BNFT,,,,,,,
2438,BNTX,-1.16,0.52,41.6,22.46,0.17,0.84,
2439,BOKF,,,,,,,
2440,BRKL,,,,,,,
2441,BRKR,1.31,0.1,2.23,6.63,0.71,2.52,0.03
2442,BRY,602.04,-0.23,1.57,8.43,0.93,2.68,0.02
2443,BSRR,,,,,,,
2444,BSVN,2.12,0.44,2.74,12.93,0.2,2.6,0.02
2445,BUSE,,,,,,,
2446,BWEN,1.34,0.03,-0.21,3.03,0.32,0.89,0.06
2447,BYND,1.63,-0.2,-0.63,4.04,0.54,6.52,0.29
2448,CAC,,,,,,,
2449,CAKE,1.7,-0.01,3.31,5.46,0.82,6.43,0.15
2450,CALM,-0.14,0.0,1.16,20.73,0.89,15.8,0.15
2451,CAR,2.13,0.03,9.25,1.31,1.04,6.14,0.28
2452,CASA,,,,,,,
2453,CASY,,,,,,,
2454,CATY,,,,,,,
2455,CCAP,,,,,,,
2456,CCMP,,,,,,,
2457,CCOI,0.1,0.01,1.19,-7.28,0.86,5.72,0.03
2458,CCRN,1.17,0.03,0.76,5.18,0.93,2.86,0.03
2459,CCXI,1.41,0,-2.17,4.73,0.65,0.5,0.12
2460,CDEV,6.26,-0.28,0.96,9.09,0.72,4.25,0.18
2461,CDLX,2.53,-0.42,-1.31,21.63,0.96,11.21,0.14
2462,CDW,1.14,0.05,8.4,7.58,0.95,1.96,0.01
2463,CEMI,1.89,-0.74,-0.74,0.74,0.17,1.78,0.09
2464,CFB,,,,,,,
2465,CFLT,,-1.02,-0.84,3.86,1.48,4.13,0.16
2466,CFMS,1.43,0.13,-0.2,0.68,0.57,1.29,0.02
2467,CGC,2.14,-2.17,,10.53,0.17,7.78,0.13
2468,CGNX,1.66,0.31,1.92,8.09,0.91,3.06,0.01
2469,CHEK,0.38,0,-0.18,0.4,0.11,7.61,0.06
2470,CHKP,0.69,0.4,7.24,24.46,0.76,6.91,0.05
2471,CHMG,0.1,0.28,4.38,43.76,0.36,4.07,0.01
2472,CHNG,,,,,,,
2473,CHRW,0.72,0.04,5.97,14.8,0.94,10.17,0.11
2474,CHUY,,,,,,,
2475,CINF,0.7,0.3,4.95,73.61,0.7,10.9,0.04
2476,CLMT,2.6,-0.14,0.13,-4.53,0.24,1.12,0.0
2477,CLSN,1.97,0,-0.29,0.74,0.15,2.22,0.03
2478,CLVR,,,,,,,
2479,CME,0.44,0.42,7.27,74.69,0.88,3.24,0.01
2480,CMPI,,,,,,,
2481,CNSL,1.35,-0.08,0.18,3.42,0.81,6.06,0.02
2482,CODX,-1.78,0.48,0.52,3.02,0.27,5.12,0.07
2483,CONN,2.64,0.08,2.59,21.79,0.56,4.3,0.11
2484,COOP,,0.41,5.41,41.32,0.81,4.71,0.09
2485,CORT,0.74,0.28,0.98,4.51,0.71,17.78,0.11
2486,COUP,1.47,-0.49,0.65,12.96,1.04,6.9,0.1
2487,CPSI,,,,,,,
2488,CRAI,,,,,,,
2489,CRBP,1.94,0,-0.46,0.61,0.44,6.95,0.05
2490,CRCT,,0.17,1,2.76,1.0,8.72,0.19
2491,CRDL,1.02,0,,0.79,0.1,0.31,
2492,CREE,1.44,-1.0,0.06,18.29,1.11,6.48,0.12
2493,CRMT,,,,,,,
2494,CSGS,,,,,,,
2495,CSII,,,,,,,
2496,CSOD,,,,,,,
2497,CSTE,,,,,,,
2498,CTBI,,,,,,,
2499,CTKB,,0.14,0.11,-0.35,0.09,0.7,0.0
2500,CTXS,0.04,0.11,5.7,2.36,0.93,2.41,0.04
2501,CVBF,,,,,,,
2502,CVCO,,,,,,,
2503,CVGW,,,,,,,
2504,CWCO,,,,,,,
2505,CYBE,,,,,,,
2506,CZWI,,,,,,,
2507,DBVT,2.25,0,-1.82,1.3,0.33,20.88,
2508,DGICA,,,,,,,
2509,DISCA,1.4,0.12,3.22,17.6,1.03,4.87,0.17
2510,DISH,2.11,0.14,2.92,27.19,0.88,15.24,0.12
2511,DLO,,0.33,0.46,0.8,0.7,1.81,0.04
2512,DLTR,0.78,0.06,6.35,31.18,0.94,1.69,0.04
2513,DORM,0.73,0.11,5.38,28,0.77,4.69,0.03
2514,DOYU,0.9,-0.03,0.1,20.7,0.29,2.16,
2515,DRTT,2.21,-0.18,,1.14,0.77,13.57,0.01
2516,DSGX,,,,,,,
2517,DSP,,0.07,-0.21,8.29,0.88,2.07,0.06
2518,DUOL,,-0.13,-1.96,-7.07,0.24,5.41,0.11
2519,EBAY,1.13,1.07,4.56,16.92,0.95,4.76,0.04
2520,ECHO,,,,,,,
2521,ECOL,,,,,,,
2522,EDIT,2.07,-2.05,-3.46,9.0,0.75,4.83,0.17
2523,EGAN,,,,,,,
2524,EGRX,,,,,,,
2525,EHTH,-0.14,0.04,3.64,31.78,0.97,5.77,0.12
2526,ENTA,0.45,-0.86,-5.39,20.67,0.95,11.43,0.1
2527,ENTG,1.17,0.17,3.89,11.89,0.99,4.54,0.03
2528,EPAY,1.32,-0.03,1.32,10.55,0.93,10.45,0.09
2529,ERIC,0.16,0.09,0.83,3.25,0.1,0.97,
2530,ERIE,,,,,,,
2531,ERII,,,,,,,
2532,ESPR,1.12,0,-5.23,-11.58,1.04,8.37,0.43
2533,EVOP,,,,,,,
2534,EXLS,,,,,,,
2535,EXPE,1.61,-0.23,6.57,7.27,0.99,4.26,0.07
2536,EXPO,,,,,,,
2537,EXTR,2.01,0.0,0.93,0.43,0.84,7.55,0.06
2538,EYE,1.73,0.07,1.38,11.46,1.18,10.39,0.08
2539,EZPW,1.44,-0.02,0.69,12.01,0.91,21.93,0.14
2540,FAST,1.26,0.15,1.71,5.16,0.8,4.3,0.03
2541,FCCO,,,,,,,
2542,FCFS,,,,,,,
2543,FELE,,,,,,,
2544,FEYE,1.06,-0.2,-0.13,2.72,0.94,5.57,0.06
2545,FFIC,,,,,,,
2546,FGBI,,,,,,,
2547,FGEN,0.99,-1.35,-2.79,2.81,0.75,5.28,0.08
2548,FIBK,,,,,,,
2549,FIVN,0.48,-0.09,1.35,2.4,0.91,1.93,0.09
2550,FLGT,1.49,0.54,5.6,30.93,0.37,6.53,0.14
2551,FLIC,,,,,,,
2552,FMBI,,,,,,,
2553,FNHC,,,,,,,
2554,FOLD,1.18,-0.9,-0.33,0.8,1.05,10.6,0.11
2555,FORR,,,,,,,
2556,FOXF,,,,,,,
2557,FREQ,,,,,,,
2558,FROG,,-0.17,-0.05,5.98,0.64,8.57,0.1
2559,FRTA,,,,,,,
2560,FSBW,,,,,,,
2561,FSLR,1.27,0.19,2.58,54.4,0.82,1.91,0.04
2562,FSV,,,,,,,
2563,FTNT,1.14,0.18,4.49,6.43,0.72,2.57,0.02
2564,FUNC,,,,,,,
2565,FUV,2.47,0,-0.57,2.12,0.25,14.3,0.39
2566,FWONA,,,,,,,
2567,FWRD,,,,,,,
2568,GBCI,,,,,,,
2569,GFED,,,,,,,
2570,GIII,,,,,,,
2571,GLPG,0.37,-0.33,-3.91,40.65,0.12,1.7,
2572,GMAB,,,,,,,
2573,GNFT,,,,,,,
2574,GNOG,,0.93,-0.76,-9.05,0.37,4.37,0.08
2575,GNTY,,,,,,,
