,Symbol,Name,Buy,Analyst
455,PKI,PerkinElmer Inc. Common Stock,1,Buy
456,PKX,POSCO Common Stock,1,Buy
457,PLNT,Planet Fitness Inc. Common Stock,1,Buy
458,PMT,PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest,1,Buy
459,PNC,PNC Financial Services Group Inc. (The) Common Stock,1,Buy
460,PNR,Pentair plc. Ordinary Share,1,Buy
461,POR,Portland General Electric Co Common Stock,1,Buy
462,PPL,PPL Corporation Common Stock,1,Buy
463,PRA,ProAssurance Corporation Common Stock,1,Buy
464,PRGO,Perrigo Company plc Ordinary Shares,1,Buy
465,PRI,Primerica Inc. Common Stock,1,Buy
466,PRLB,Proto Labs Inc. Common stock,1,Buy
467,PRO,PROS Holdings Inc. Common Stock,1,Buy
468,PSA,Public Storage Common Stock,1,Buy
469,PSN,Parsons Corporation Common Stock,1,Buy
470,PSX,Phillips 66 Common Stock,1,Buy
471,PSXP,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership,1,Buy
472,PUK,Prudential Public Limited Company Common Stock,1,Buy
473,PVH,PVH Corp. Common Stock,1,Buy
474,QGEN,Qiagen N.V. Common Shares ,1,Buy
475,QUOT,Quotient Technology Inc. Common Stock,1,Buy
476,R,Ryder System Inc. Common Stock,1,Buy
477,RACE,Ferrari N.V. Common Shares,1,Buy
478,RBA,Ritchie Bros. Auctioneers Incorporated Common Stock,1,Buy
479,RBLX,Roblox Corporation Class A Common Stock,1,Buy
480,RCI,Rogers Communication Inc. Common Stock,1,Buy
481,RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock,1,Buy
482,REVG,REV Group Inc. Common Stock,1,Buy
483,REZI,Resideo Technologies Inc. Common Stock ,1,Buy
484,RF,Regions Financial Corporation Common Stock,1,Buy
485,RFP,Resolute Forest Products Inc. Common Stock,1,Buy
486,RGA,Reinsurance Group of America Incorporated Common Stock,1,Buy
487,RGS,Regis Corporation Common Stock,1,Buy
488,RHI,Robert Half International Inc. Common Stock,1,Buy
489,RHP,Ryman Hospitality Properties Inc. (REIT),1,Buy
490,RIO,Rio Tinto Plc Common Stock,1,Buy
491,RL,Ralph Lauren Corporation Common Stock,1,Buy
492,RLGY,Realogy Holdings Corp. Common Stock,1,Buy
493,RLI,RLI Corp. Common Stock (DE),1,Buy
494,RM,Regional Management Corp. Common Stock,1,Buy
495,RMAX,RE/MAX Holdings Inc. Class A Common Stock,1,Buy
496,RMD,ResMed Inc. Common Stock,1,Buy
497,RMO,Romeo Power Inc. Class A Common Stock,1,Buy
498,ROK,Rockwell Automation Inc. Common Stock,1,Buy
499,ROL,Rollins Inc. Common Stock,1,Buy
500,RPM,RPM International Inc. Common Stock,1,Buy
501,RPT,RPT Realty Common Stock,1,Buy
502,RRC,Range Resources Corporation Common Stock,1,Buy
503,RSG,Republic Services Inc. Common Stock,1,Buy
504,SAFE,Safehold Inc. Common Stock,1,Buy
505,SAM,Boston Beer Company Inc. (The) Common Stock,1,Buy
506,SAN,Banco Santander S.A. Sponsored ADR (Spain),1,Buy
507,SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),1,Buy
508,SAP,SAP  SE ADS,1,Buy
509,SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,1,Buy
510,SC,Santander Consumer USA Holdings Inc. Common Stock,1,Buy
511,SCL,Stepan Company Common Stock,1,Buy
512,SCM,Stellus Capital Investment Corporation Common Stock,1,Buy
513,SF,Stifel Financial Corporation Common Stock,1,Buy
514,SFL,SFL Corporation Ltd,1,Buy
515,SHAK,Shake Shack Inc. Class A Common Stock,1,Buy
516,SIG,Signet Jewelers Limited Common Shares,1,Buy
517,SITE,SiteOne Landscape Supply Inc. Common Stock,1,Buy
518,SJI,South Jersey Industries Inc. Common Stock,1,Buy
519,SJR,Shaw Communications Inc. Common Stock,1,Buy
520,SKLZ,Skillz Inc. Class A Common Stock,1,Buy
521,SLCA,U.S. Silica Holdings Inc. Common Stock,1,Buy
522,SLF,Sun Life Financial Inc. Common Stock,1,Buy
523,SLG,SL Green Realty Corp Common Stock,1,Buy
524,SLQT,SelectQuote Inc. Common Stock,1,Buy
525,SM,SM Energy Company Common Stock,1,Buy
526,SNA,Snap-On Incorporated Common Stock,1,Buy
527,SNDR,Schneider National Inc. Common Stock,1,Buy
528,SNOW,Snowflake Inc. Class A Common Stock,1,Buy
529,SNP,China Petroleum & Chemical Corporation Common Stock,1,Buy
530,SO,Southern Company (The) Common Stock,1,Buy
531,SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,1,Buy
532,SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),1,Buy
533,SPCE,Virgin Galactic Holdings Inc. Common Stock,1,Buy
534,SPG,Simon Property Group Inc. Common Stock,1,Buy
535,SPIR,Spire Global Inc. Class A Common Stock,1,Buy
536,SQM,Sociedad Quimica y Minera S.A. Common Stock,1,Buy
537,SRE,DBA Sempra Common Stock,1,Buy
538,SRT,StarTek Inc. Common Stock,1,Buy
539,SSD,Simpson Manufacturing Company Inc. Common Stock,1,Buy
540,STAG,Stag Industrial Inc. Common Stock,1,Buy
541,STM,STMicroelectronics N.V. Common Stock,1,Buy
542,STN,Stantec Inc Common Stock,1,Buy
543,STNG,Scorpio Tankers Inc. Common Shares,1,Buy
544,STOR,STORE Capital Corporation Common Stock,1,Buy
545,SU,Suncor Energy  Inc. Common Stock,1,Buy
546,SUM,Summit Materials Inc. Class A Common Stock,1,Buy
547,SUN,Sunoco LP Common Units representing limited partner interests,1,Buy
548,SWI,SolarWinds Corporation Common Stock,1,Buy
549,SWN,Southwestern Energy Company Common Stock,1,Buy
550,SWX,Southwest Gas Holdings Inc. Common Stock (DE),1,Buy
551,SXI,Standex International Corporation Common Stock,1,Buy
552,T,AT&T Inc.,1,Buy
553,TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),1,Buy
554,TAP,Molson Coors Beverage Company Class B Common Stock,1,Buy
555,TD,Toronto Dominion Bank (The) Common Stock,1,Buy
556,TDOC,Teladoc Health Inc. Common Stock,1,Buy
557,TDS,Telephone and Data Systems Inc. Common Shares,1,Buy
558,TEF,Telefonica SA Common Stock,1,Buy
559,TEN,Tenneco Inc. Class A Voting Common Stock,1,Buy
560,TFC,Truist Financial Corporation Common Stock,1,Buy
561,TGI,Triumph Group Inc. Common Stock,1,Buy
562,TGNA,TEGNA Inc,1,Buy
563,TGP,Teekay LNG Partners L.P.,1,Buy
564,THO,Thor Industries Inc. Common Stock,1,Buy
565,THS,Treehouse Foods Inc. Common Stock,1,Buy
566,TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,1,Buy
567,TMHC,Taylor Morrison Home Corporation Common Stock,1,Buy
568,TNC,Tennant Company Common Stock,1,Buy
569,TNK,Teekay Tankers Ltd.,1,Buy
570,TOL,Toll Brothers Inc. Common Stock,1,Buy
571,TPH,Tri Pointe Homes Inc. Common Stock,1,Buy
572,TPL,Texas Pacific Land Corporation Common Stock,1,Buy
573,TREX,Trex Company Inc. Common Stock,1,Buy
574,TRI,Thomson Reuters Corp Ordinary Shares,1,Buy
575,TRP,TC Energy Corporation Common Stock,1,Buy
576,TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,1,Buy
577,TRV,The Travelers Companies Inc. Common Stock,1,Buy
578,TS,Tenaris S.A. American Depositary Shares,1,Buy
579,TSE,Trinseo S.A. Ordinary Shares,1,Buy
580,TSN,Tyson Foods Inc. Common Stock,1,Buy
581,TT,Trane Technologies plc,1,Buy
582,TTM,Tata Motors Ltd Tata Motors Limited,1,Buy
583,TUFN,Tufin Software Technologies Ltd. Ordinary Shares,1,Buy
584,TV,Grupo Televisa S.A. Common Stock,1,Buy
585,TWO,Two Harbors Investment Corp,1,Buy
586,TWTR,Twitter Inc. Common Stock,1,Buy
587,TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),1,Buy
588,UAA,Under Armour Inc. Class A Common Stock,1,Buy
589,UFS,Domtar Corporation (NEW) Common Stock,1,Buy
590,UHS,Universal Health Services Inc. Common Stock,1,Buy
591,UI,Ubiquiti Inc. Common Stock,1,Buy
592,UMC,United Microelectronics Corporation (NEW) Common Stock,1,Buy
593,UNM,Unum Group Common Stock,1,Buy
594,UPS,United Parcel Service Inc. Common Stock,1,Buy
595,URI,United Rentals Inc. Common Stock,1,Buy
596,USB,U.S. Bancorp Common Stock,1,Buy
597,USM,United States Cellular Corporation Common Stock,1,Buy
598,USX,U.S. Xpress Enterprises Inc. Class A Common Stock,1,Buy
599,UTL,UNITIL Corporation Common Stock,1,Buy
600,VALE,VALE S.A.  American Depositary Shares Each Representing one common share,1,Buy
601,VIST,Vista Oil & Gas S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,1,Buy
602,VLTA,Volta Inc. Class A Common Stock,1,Buy
603,VMC,Vulcan Materials Company (Holding Company) Common Stock,1,Buy
604,VMW,Vmware Inc. Common stock Class A,1,Buy
605,VNTR,Venator Materials PLC Ordinary Shares,1,Buy
606,VOYA,Voya Financial Inc. Common Stock,1,Buy
607,VRS,Verso Corporation Common Stock,1,Buy
608,VSH,Vishay Intertechnology Inc. Common Stock,1,Buy
609,VTEX,VTEX Class A Common Shares,1,Buy
610,VTR,Ventas Inc. Common Stock,1,Buy
611,VVNT,Vivint Smart Home Inc. ,1,Buy
612,W,Wayfair Inc. Class A Common Stock,1,Buy
613,WAT,Waters Corporation Common Stock,1,Buy
614,WBK,Westpac Banking Corporation Common Stock,1,Buy
615,WEBR,Weber Inc. Class A Common Stock,1,Buy
616,WEC,WEC Energy Group Inc. Common Stock,1,Buy
617,WEX,WEX Inc. common stock,1,Buy
618,WHR,Whirlpool Corporation Common Stock,1,Buy
619,WM,Waste Management Inc. Common Stock,1,Buy
620,WMS,Advanced Drainage Systems Inc. Common Stock,1,Buy
621,WPP,WPP plc American Depositary Shares,1,Buy
622,WRB,W.R. Berkley Corporation Common Stock,1,Buy
623,WSM,Williams-Sonoma Inc. Common Stock (DE),1,Buy
624,WSO,Watsco Inc. Common Stock,1,Buy
625,WSR,Whitestone REIT Common Shares,1,Buy
626,WTI,W&T Offshore Inc. Common Stock,1,Buy
627,WTTR,Select Energy Services Inc. Class A Common Stock,1,Buy
628,WU,Western Union Company (The) Common Stock,1,Buy
629,X,United States Steel Corporation Common Stock,1,Buy
630,XHR,Xenia Hotels & Resorts Inc. Common Stock,1,Buy
631,XOM,Exxon Mobil Corporation Common Stock,1,Buy
632,XYL,Xylem Inc. Common Stock New,1,Buy
633,YEXT,Yext Inc. Common Stock,1,Buy
634,YOU,Clear Secure Inc. Class A Common Stock,1,Buy
635,YUM,Yum! Brands Inc.,1,Buy
636,YUMC,Yum China Holdings Inc. Common Stock,1,Buy
637,ZTO,ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.,1,Buy
638,ZUO,Zuora Inc. Class A Common Stock,1,Buy
639,ACST,Acasti Pharma Inc. Class A Common Stock,0,Strong Sell
640,AKTX,Akari Therapeutics plc ADR (0.01 USD),0,Strong Sell
641,BELFB,Bel Fuse Inc. Class B Common Stock,0,Strong Sell
642,CCLP,CSI Compressco LP Common Units,0,Strong Sell
643,CPIX,Cumberland Pharmaceuticals Inc. Common Stock,0,Strong Sell
644,DYAI,Dyadic International Inc. Common Stock,0,Strong Sell
645,EBIX,Ebix Inc. Common Stock,0,Strong Sell
646,EVOK,Evoke Pharma Inc. Common Stock,0,Strong Sell
647,FCAP,First Capital Inc. Common Stock,0,Strong Sell
648,FLDM,Fluidigm Corporation Common Stock,0,Strong Sell
649,GTH,Genetron Holdings Limited ADS,0,Strong Sell
650,HUGE,FSD Pharma Inc. Class B Subordinate Voting Shares,0,Strong Sell
651,JBSS,John B. Sanfilippo & Son Inc. Common Stock,0,Strong Sell
652,JCS,Communications Systems Inc. Common Stock,0,Strong Sell
653,JOUT,Johnson Outdoors Inc. Class A Common Stock,0,Strong Sell
654,MARK,Remark Holdings Inc. Common Stock,0,Strong Sell
655,MMAT,Meta Materials Inc. Common Stock,0,Strong Sell
656,NCSM,NCS Multistage Holdings Inc. Common Stock,0,Strong Sell
657,NWS,News Corporation Class B Common Stock,0,Strong Sell
658,PBTS,Powerbridge Technologies Co. Ltd. Ordinary Shares,0,Strong Sell
659,POWL,Powell Industries Inc. Common Stock,0,Strong Sell
660,PSEC,Prospect Capital Corporation Common Stock,0,Strong Sell
661,REDU,RISE Education Cayman Ltd American Depositary Shares,0,Strong Sell
662,RGP,Resources Connection Inc. Common Stock,0,Strong Sell
663,SNGX,Soligenix Inc. Common Stock,0,Strong Sell
664,TLGT,Teligent Inc. Common Stock,0,Strong Sell
665,TOPS,TOP Ships Inc. Common Stock,0,Strong Sell
666,TRMT,Tremont Mortgage Trust Common Shares of Beneficial Interest,0,Strong Sell
667,TYME,Tyme Technologies Inc. Common Stock,0,Strong Sell
668,UFPT,UFP Technologies Inc. Common Stock,0,Strong Sell
669,WTER,The Alkaline Water Company Inc. Common Stock,0,Strong Sell
670,AADI,Aadi Bioscience Inc. Common Stock,1,Strong Buy
671,AAPL,Apple Inc. Common Stock,1,Strong Buy
672,AAWW,Atlas Air Worldwide Holdings NEW Common Stock,1,Strong Buy
673,ABCB,Ameris Bancorp Common Stock,1,Strong Buy
674,ABCL,AbCellera Biologics Inc. Common Shares,1,Strong Buy
675,ABEO,Abeona Therapeutics Inc. Common Stock,1,Strong Buy
676,ABMD,ABIOMED Inc. Common Stock,1,Strong Buy
677,ABNB,Airbnb Inc. Class A Common Stock,1,Strong Buy
678,ABOS,Acumen Pharmaceuticals Inc. Common Stock,1,Strong Buy
679,ACCD,Accolade Inc. Common Stock,1,Strong Buy
680,ACET,Adicet Bio Inc. Common Stock ,1,Strong Buy
681,ACHL,Achilles Therapeutics plc American Depositary Shares,1,Strong Buy
682,ACHV,Achieve Life Sciences Inc. Common Shares,1,Strong Buy
683,ACIU,AC Immune SA Common Stock,1,Strong Buy
684,ACIW,ACI Worldwide Inc. Common Stock,1,Strong Buy
685,ACLS,Axcelis Technologies Inc. Common Stock,1,Strong Buy
686,ACMR,ACM Research Inc. Class A Common Stock,1,Strong Buy
687,ACOR,Acorda Therapeutics Inc. Common Stock,1,Strong Buy
688,ACRS,Aclaris Therapeutics Inc. Common Stock,1,Strong Buy
689,ACRX,AcelRx Pharmaceuticals Inc. Common Stock,1,Strong Buy
690,ACVA,ACV Auctions Inc. Class A Common Stock,1,Strong Buy
691,ADAG,Adagene Inc. American Depositary Shares,1,Strong Buy
692,ADBE,Adobe Inc. Common Stock,1,Strong Buy
693,ADGI,Adagio Therapeutics Inc. Common Stock,1,Strong Buy
694,ADI,Analog Devices Inc. Common Stock,1,Strong Buy
695,ADIL,Adial Pharmaceuticals Inc Common Stock,1,Strong Buy
696,ADMA,ADMA Biologics Inc Common Stock,1,Strong Buy
697,ADMS,Adamas Pharmaceuticals Inc. Common Stock,1,Strong Buy
698,ADN,Advent Technologies Holdings Inc. Class A Common Stock,1,Strong Buy
699,ADPT,Adaptive Biotechnologies Corporation Common Stock,1,Strong Buy
700,ADSK,Autodesk Inc. Common Stock,1,Strong Buy
701,ADTN,ADTRAN Inc. Common Stock,1,Strong Buy
702,ADTX,Aditxt Inc. Common Stock,1,Strong Buy
703,ADUS,Addus HomeCare Corporation Common Stock,1,Strong Buy
704,ADXN,Addex Therapeutics Ltd American Depositary Shares,1,Strong Buy
705,AEMD,Aethlon Medical Inc. Common Stock,1,Strong Buy
706,AEP,American Electric Power Company Inc. Common Stock,1,Strong Buy
707,AERI,Aerie Pharmaceuticals Inc. Common Stock,1,Strong Buy
708,AEYE,AudioEye Inc. Common Stock,1,Strong Buy
709,AFCG,AFC Gamma Inc. Common Stock,1,Strong Buy
710,AFMD,Affimed N.V.,1,Strong Buy
711,AFYA,Afya Limited Class A Common Shares,1,Strong Buy
712,AGEN,Agenus Inc. Common Stock,1,Strong Buy
713,AGFS,AgroFresh Solutions Inc. Common Stock,1,Strong Buy
714,AGFY,Agrify Corporation Common Stock,1,Strong Buy
715,AGIO,Agios Pharmaceuticals Inc. Common Stock,1,Strong Buy
716,AGLE,Aeglea BioTherapeutics Inc. Common Stock,1,Strong Buy
717,AGNC,AGNC Investment Corp. Common Stock,1,Strong Buy
718,AGRX,Agile Therapeutics Inc. Common Stock,1,Strong Buy
719,AGTC,Applied Genetic Technologies Corporation Common Stock,1,Strong Buy
720,AGYS,Agilysys Inc. Common Stock,1,Strong Buy
721,AHCO,AdaptHealth Corp. Common Stock,1,Strong Buy
722,AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,1,Strong Buy
723,AIMC,Altra Industrial Motion Corp. Common Stock,1,Strong Buy
724,AIRG,Airgain Inc. Common Stock,1,Strong Buy
725,AKAM,Akamai Technologies Inc. Common Stock,1,Strong Buy
726,AKRO,Akero Therapeutics Inc. Common Stock,1,Strong Buy
727,AKTS,Akoustis Technologies Inc. Common Stock,1,Strong Buy
728,AKUS,Akouos Inc. Common Stock,1,Strong Buy
729,AKYA,Akoya BioSciences Inc. Common Stock,1,Strong Buy
730,ALBO,Albireo Pharma Inc. Common Stock,1,Strong Buy
731,ALCO,Alico Inc. Common Stock,1,Strong Buy
732,ALDX,Aldeyra Therapeutics Inc. Common Stock,1,Strong Buy
733,ALEC,Alector Inc. Common Stock,1,Strong Buy
734,ALGM,Allegro MicroSystems Inc. Common Stock,1,Strong Buy
735,ALGN,Align Technology Inc. Common Stock,1,Strong Buy
736,ALGS,Aligos Therapeutics Inc. Common Stock,1,Strong Buy
737,ALGT,Allegiant Travel Company Common Stock,1,Strong Buy
738,ALHC,Alignment Healthcare Inc. Common Stock,1,Strong Buy
739,ALIM,Alimera Sciences Inc. Common Stock,1,Strong Buy
740,ALKT,Alkami Technology Inc. Common Stock,1,Strong Buy
741,ALLK,Allakos Inc. Common Stock,1,Strong Buy
742,ALLO,Allogene Therapeutics Inc. Common Stock,1,Strong Buy
743,ALLT,Allot Ltd. Ordinary Shares,1,Strong Buy
744,ALNA,Allena Pharmaceuticals Inc. Common Stock,1,Strong Buy
745,ALNY,Alnylam Pharmaceuticals Inc. Common Stock,1,Strong Buy
746,ALPN,Alpine Immune Sciences Inc. Common Stock,1,Strong Buy
747,ALRM,Alarm.com Holdings Inc. Common Stock,1,Strong Buy
748,ALRN,Aileron Therapeutics Inc. Common Stock,1,Strong Buy
749,ALT,Altimmune Inc. Common Stock,1,Strong Buy
750,ALTO,Alto Ingredients Inc. Common Stock,1,Strong Buy
751,ALTR,Altair Engineering Inc. Class A Common Stock,1,Strong Buy
752,ALVR,AlloVir Inc. Common Stock,1,Strong Buy
753,ALXO,ALX Oncology Holdings Inc. Common Stock,1,Strong Buy
754,AMAT,Applied Materials Inc. Common Stock,1,Strong Buy
755,AMBA,Ambarella Inc. Ordinary Shares,1,Strong Buy
756,AMD,Advanced Micro Devices Inc. Common Stock,1,Strong Buy
757,AMED,Amedisys Inc Common Stock,1,Strong Buy
758,AMOT,Allied Motion Technologies Inc.,1,Strong Buy
759,AMPG,Amplitech Group Inc. Common Stock,1,Strong Buy
760,AMRK,A-Mark Precious Metals Inc. Common Stock,1,Strong Buy
761,AMRN,Amarin Corporation plc,1,Strong Buy
762,AMRS,Amyris Inc. Common Stock,1,Strong Buy
763,AMSC,American Superconductor Corporation Common Stock,1,Strong Buy
764,AMST,Amesite Inc. Common Stock,1,Strong Buy
765,AMSWA,American Software Inc. Class A Common Stock,1,Strong Buy
766,AMTI,Applied Molecular Transport Inc. Common Stock,1,Strong Buy
767,AMTX,Aemetis Inc. Common Stock,1,Strong Buy
768,AMWD,American Woodmark Corporation Common Stock,1,Strong Buy
769,AMYT,Amryt Pharma plc American Depositary Shares,1,Strong Buy
770,AMZN,Amazon.com Inc. Common Stock,1,Strong Buy
771,ANEB,Anebulo Pharmaceuticals Inc. Common Stock,1,Strong Buy
772,ANGI,Angi Inc. Class A Common Stock,1,Strong Buy
773,ANGN,Angion Biomedica Corp. Common Stock,1,Strong Buy
774,ANIX,Anixa Biosciences Inc. Common Stock,1,Strong Buy
775,ANNX,Annexon Inc. Common Stock,1,Strong Buy
776,AOUT,American Outdoor Brands Inc. Common Stock ,1,Strong Buy
777,APA,APA Corporation Common Stock,1,Strong Buy
778,APDN,Applied DNA Sciences Inc. Common Stock,1,Strong Buy
779,APEI,American Public Education Inc. Common Stock,1,Strong Buy
780,APEN,Apollo Endosurgery Inc. Common Stock,1,Strong Buy
781,API,Agora Inc. American Depositary Shares,1,Strong Buy
782,APLS,Apellis Pharmaceuticals Inc. Common Stock,1,Strong Buy
783,APLT,Applied Therapeutics Inc. Common Stock,1,Strong Buy
784,APP,Applovin Corporation Class A Common Stock,1,Strong Buy
785,APPH,AppHarvest Inc. Common Stock,1,Strong Buy
786,APPS,Digital Turbine Inc. Common Stock,1,Strong Buy
787,APR,Apria Inc. Common Stock,1,Strong Buy
788,APTO,Aptose Biosciences Inc. Common Shares,1,Strong Buy
789,APTX,Aptinyx Inc. Common Stock,1,Strong Buy
790,APVO,Aptevo Therapeutics Inc. Common Stock,1,Strong Buy
791,APYX,Apyx Medical Corporation Common Stock,1,Strong Buy
792,AQMS,Aqua Metals Inc. Common Stock,1,Strong Buy
793,AQST,Aquestive Therapeutics Inc. Common Stock,1,Strong Buy
794,ARAV,Aravive Inc. Common Stock,1,Strong Buy
795,ARAY,Accuray Incorporated Common Stock,1,Strong Buy
796,ARCB,ArcBest Corporation Common Stock,1,Strong Buy
797,ARCC,Ares Capital Corporation Common Stock,1,Strong Buy
798,ARCE,Arco Platform Limited Class A Common Shares,1,Strong Buy
799,ARDS,Aridis Pharmaceuticals Inc. Common Stock,1,Strong Buy
800,AREC,American Resources Corporation Class A Common Stock,1,Strong Buy
801,ARGX,argenx SE American Depositary Shares,1,Strong Buy
802,ARKO,ARKO Corp. Common Stock,1,Strong Buy
803,ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,1,Strong Buy
804,ARNA,Arena Pharmaceuticals Inc. Common Stock,1,Strong Buy
805,ARQT,Arcutis Biotherapeutics Inc. Common Stock,1,Strong Buy
806,ARTL,Artelo Biosciences Inc. Common Stock,1,Strong Buy
807,ARTNA,Artesian Resources Corporation Class A Common Stock,1,Strong Buy
808,ARVL,Arrival Ordinary Shares,1,Strong Buy
809,ARVN,Arvinas Inc. Common Stock,1,Strong Buy
810,ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,1,Strong Buy
811,ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,1,Strong Buy
812,ASML,ASML Holding N.V. New York Registry Shares,1,Strong Buy
813,ASND,Ascendis Pharma A/S American Depositary Shares,1,Strong Buy
814,ASO,Academy Sports and Outdoors Inc. Common Stock,1,Strong Buy
815,ASPU,Aspen Group Inc. Common Stock,1,Strong Buy
816,ASRT,Assertio Holdings Inc. Common Stock,1,Strong Buy
817,ASTE,Astec Industries Inc. Common Stock,1,Strong Buy
818,ASTR,Astra Space Inc. Class A Common Stock ,1,Strong Buy
819,ASTS,AST SpaceMobile Inc. Class A Common Stock,1,Strong Buy
820,ASUR,Asure Software Inc Common Stock,1,Strong Buy
821,ASYS,Amtech Systems Inc. Common Stock,1,Strong Buy
