,Symbol,Name,Buy,Analyst,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
223,FCF,First Commonwealth Financial Corporation Common Stock,1,Buy,1.125336,0.31912002,1.21,11.328,0.69581,4.13,0.0297
224,FCPT,Four Corners Property Trust Inc. Common Stock,1,Buy,0.888649,0.43745,1.19,11.144,0.91492,3.04,0.025899999
225,FCX,Freeport-McMoRan Inc. Common Stock,1,Buy,2.079148,0.14981,3.58,7.459,0.78510004,1.41,0.0174
226,FE,FirstEnergy Corp. Common Stock,1,Buy,0.22826,0.12613,2.6,13.532,0.83562,6.24,0.039300002
227,FLOW,SPX FLOW Inc. Common Stock,1,Buy,1.821409,0.04385,2.99,24.435,0.97630996,1.65,0.026500002
228,FLR,Fluor Corporation Common Stock,1,Buy,2.955434,-0.017180001,1.21,6.96,0.77512,3.0,0.0938
229,FLS,Flowserve Corporation Common Stock,1,Buy,1.782916,0.03204,1.92,13.139,0.96346,2.64,0.0298
230,FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,1,Buy,0.533147,-0.0104,3.45,656.98,0.36171,1.96,
231,FN,Fabrinet Ordinary Shares,1,Buy,1.011296,0.07547,5.06,29.108,1.0277,3.35,0.0143
232,FNV,Franco-Nevada Corporation,1,Buy,0.486055,0.54726005,1.15,29.332,0.79178,6.91,
233,FOR,Forestar Group Inc Common Stock ,1,Buy,2.00753,0.072129995,2.43,19.21,0.33488,4.14,0.0269
234,FOUR,Shift4 Payments Inc. Class A Common Stock,1,Buy,,-0.06346,,,1.0186,6.1,0.1438
235,FPI,Farmland Partners Inc. Common Stock,1,Buy,0.910704,0.12498,0.05,9.53,0.42196998,2.97,0.018099999
236,FRC,FIRST REPUBLIC BANK Common Stock,1,Buy,1.114082,0.29593,7.74,61.259,0.97154,3.99,0.012999999
237,FRO,Frontline Ltd. Ordinary Shares,1,Buy,0.425218,0.063779995,0.99,8.154,0.2618,3.26,0.0298
238,FRT,Federal Realty Investment Trust Common Stock,1,Buy,1.170521,0.18422002,1.69,30.03,0.99106,6.12,0.048800003
239,FSK,FS KKR Capital Corp. Common Stock,1,Buy,1.659239,0.81342006,2.47,26.027,0.13405,2.71,0.0161
240,FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada),1,Buy,1.056862,0.17468001,0.33,4.067,0.27337998,2.14,
241,FSR,Fisker Inc. Class A Common Stock,1,Buy,,0.0,,,0.46382,2.41,0.231
242,FTI,TechnipFMC plc Ordinary Share,1,Buy,2.342171,0.01202,0.19,8.124,0.91094,1.85,0.0233
243,FTS,Fortis Inc. Common Shares,1,Buy,0.054713,0.145,2.61,36.535,0.56943,4.75,
244,FTV,Fortive Corporation Common Stock ,1,Buy,1.215065,0.34215,2.85,26.614,0.92517,3.26,0.0202
245,FVRR,Fiverr International Ltd. Ordinary Shares no par value,1,Buy,,-0.078150004,-0.55,4.821,0.50001,2.62,0.054899998
246,GCO,Genesco Inc. Common Stock,1,Buy,2.241304,0.042630002,5.31,38.66,0.94647,5.01,0.0471
247,GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,1,Buy,0.993544,0.01761,2.69,18.818,0.95813006,9.98,0.0634
248,GE,General Electric Company Common Stock,1,Buy,,-0.01561,0.52,3.825,0.65528,1.58,0.0098
249,GEF,Greif Inc. Class A Common Stock,1,Buy,1.10163,0.05037,4.26,24.835,0.893,8.2,
250,GEL,Genesis Energy L.P. Common Units,1,Buy,2.686956,-0.26347,0.55,6.109,0.66620004,4.83,0.041100003
251,GEO,Geo Group Inc (The) REIT,1,Buy,0.711413,0.05962,1.64,7.863,0.79271007,10.43,0.5256
252,GFI,Gold Fields Limited American Depositary Shares,1,Buy,0.595782,0.23169,0.3,4.148,0.35289,1.16,
253,GGB,Gerdau S.A. Common Stock,1,Buy,1.15694,0.13376,0.87,20.197,0.32913,1.54,
254,GGG,Graco Inc. Common Stock,1,Buy,0.578346,0.23764,2.63,8.161,0.86232,2.38,0.0091
255,GHL,Greenhill & Co. Inc. Common Stock,1,Buy,0.921397,0.1594,1.82,4.166,0.63202,10.25,0.073699996
256,GIB,CGI Inc. Common Stock,1,Buy,1.034278,0.09916,3.54,26.654,0.70294,5.95,
257,GIC,Global Industrial Company Common Stock,1,Buy,0.77663,0.06877,,,0.3023,3.02,0.0175
258,GIS,General Mills Inc. Common Stock,1,Buy,0.560391,0.12908,3.71,14.531,0.78866,5.91,0.0363
259,GL,Globe Life Inc. Common Stock,1,Buy,1.132752,0.15546,7.61,67.431,0.76686996,1.58,0.0095999995
260,GMED,Globus Medical Inc. Class A Common Stock,1,Buy,1.020408,0.12963,2.15,15.106,0.89771,3.19,0.0199
261,GMS,GMS Inc. Common Stock,1,Buy,2.105434,0.00968,3.9,17.758,1.0181099,3.46,0.026300002
262,GNL,Global Net Lease Inc. Common Stock,1,Buy,1.153308,0.00674,0.06,16.999,0.70164,1.97,0.016900001
263,GOLF,Acushnet Holdings Corp. Common Stock,1,Buy,0.786014,0.11894,2.1,14.121,0.51255,21.49,0.0864
264,GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,1,Buy,1.500557,0.07768,0.64,5.434,0.96819997,5.78,0.083100006
265,GPC,Genuine Parts Company Common Stock,1,Buy,1.128804,0.00308,6.44,23.014,0.78484,1.95,0.0134000005
266,GPK,Graphic Packaging Holding Company,1,Buy,1.233152,0.03545,1.57,5.394,1.00573,1.16,0.014099999
267,GPMT,Granite Point Mortgage Trust Inc. Common Stock,1,Buy,1.567094,-0.56021,1.04,16.916,0.76238,2.78,0.0277
268,GPOR,Gulfport Energy Corporation Common Shares,1,Buy,5.519786,-1.25362,,-1.789,0.56084,10.97,
269,GPS,Gap Inc. (The) Common Stock,1,Buy,1.682263,0.027609998,2.19,7.443,0.5435,2.49,0.067600004
270,GSK,GlaxoSmithKline PLC Common Stock,1,Buy,0.398319,0.16212,3.07,5.942,0.12640001,4.81,
271,GTY,Getty Realty Corporation Common Stock,1,Buy,0.829162,0.49988997,1.25,15.339,0.70102996,3.96,0.026400002
272,GWB,Great Western Bancorp Inc. Common Stock,1,Buy,1.316837,0.35483003,2.8,19.849,1.01607,4.64,0.0276
273,GWRE,Guidewire Software Inc. Common Stock,1,Buy,1.322754,-0.03525,0.11,18.69,1.04112,6.31,0.048899997
274,GWW,W.W. Grainger Inc. Common Stock,1,Buy,1.210869,0.06397,22.67,34.849,0.72397006,3.16,0.0153
275,HCC,Warrior Met Coal Inc. Common Stock,1,Buy,1.151556,-0.102189995,1.86,13.639,0.98022,2.5,0.051999997
276,HEI,Heico Corporation Common Stock,1,Buy,1.274755,0.15197,2.7,15.721,0.71306,5.42,0.032899998
277,HEP,Holly Energy Partners L.P. Common Stock,1,Buy,1.094674,0.37217999,2.08,3.85,0.29962,3.28,0.019
278,HFC,HollyFrontier Corporation Common Stock,1,Buy,1.784782,-0.01317,3.43,32.768,0.90094,3.21,0.0631
279,HGV,Hilton Grand Vacations Inc. Common Stock ,1,Buy,2.300049,-0.32977,3.39,4.314,0.99974996,10.23,0.0836
280,HII,Huntington Ingalls Industries Inc. Common Stock,1,Buy,1.000545,0.07808,14.55,49.107,0.87411004,3.26,0.0173
281,HIMS,Hims & Hers Health Inc. Class A Common Stock,1,Buy,,-0.37124002,,,0.58142,9.35,0.1486
282,HLT,Hilton Worldwide Holdings Inc. Common Stock ,1,Buy,1.297282,-0.64792,4.07,-5.827,0.99152,4.47,0.0291
283,HLX,Helix Energy Solutions Group Inc. Common Stock,1,Buy,3.451086,0.04363,-0.23,11.329,0.92076,5.9,0.0785
284,HOG,Harley-Davidson Inc. Common Stock,1,Buy,1.497816,0.10098,3.33,12.862,0.97521,13.56,0.1112
285,HP,Helmerich & Payne Inc. Common Stock,1,Buy,2.271113,-0.2825,-1.38,28.581,0.93653,8.33,0.100600004
286,HPP,Hudson Pacific Properties Inc. Common Stock,1,Buy,0.934497,-0.00556,0.11,22.713,0.9768,9.59,0.060900003
287,HPQ,HP Inc. Common Stock,1,Buy,1.015599,0.0656,3.58,-2.797,0.8086,4.54,0.035
288,HR,Healthcare Realty Trust Incorporated Common Stock,1,Buy,0.570053,0.18223,0.29,13.968,0.99427,5.59,0.0545
289,HRB,H&R Block Inc. Common Stock,1,Buy,0.863982,0.171,2.82,-2.913,0.89811,6.43,0.0832
290,HRC,Hill-Rom Holdings Inc Common Stock,1,Buy,0.570652,0.09483,6.38,27.702,0.88354,3.85,0.0274
291,HSY,The Hershey Company Common Stock,1,Buy,0.360262,0.16520001,7.28,10.9,0.77353996,3.45,0.016900001
292,HTA,Healthcare Trust of America Inc. Class A Common Stock,1,Buy,0.601086,0.07604,0.43,14.301,1.01541,9.57,0.0787
293,HTH,Hilltop Holdings Inc.,1,Buy,1.0875,0.23581,2.62,29.409,0.67445,5.35,0.0801
294,HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,1,Buy,0.753419,0.08089,0.95,42.719,1.16253,7.97,
295,HVT,Haverty Furniture Companies Inc. Common Stock,1,Buy,1.551909,0.09092,3.9,14.814,0.92689,10.88,0.1748
296,HYLN,Hyliion Holdings Corp. Class A Common Stock,1,Buy,,0.0,,,0.22745001,6.91,0.2031
297,HZO,MarineMax Inc.  (FL) Common Stock,1,Buy,1.807608,0.06718,5.7,23.622,0.99574,7.04,0.2617
298,IAG,Iamgold Corporation Ordinary Shares,1,Buy,0.953856,0.07631,0.14,5.263,0.63391,1.58,
299,IBM,International Business Machines Corporation Common Stock,1,Buy,1.212336,0.07169,12.05,23.938,0.57715,7.92,0.027999999
300,IDA,IDACORP Inc. Common Stock,1,Buy,0.507261,0.17952,4.95,50.864,0.80611,5.07,0.026099999
301,IFS,Intercorp Financial Services Inc. Common Shares,1,Buy,0.88152,0.41557,3.93,,0.28125,0.08,0.00029999999
302,INFY,Infosys Limited American Depositary Shares,1,Buy,0.604774,0.19399,0.77,2.46,0.18258,3.15,
303,ING,ING Group N.V. Common Stock,1,Buy,2.111672,0.23617001,1.0,14.101,0.0355,1.54,
304,INT,World Fuel Services Corporation Common Stock,1,Buy,1.302173,0.00476,2.36,30.685,0.94767,2.47,0.0185
305,IP,International Paper Company Common Stock,1,Buy,1.048034,0.053319998,5.37,19.806,0.84446996,4.8,0.031400003
306,IPG,Interpublic Group of Companies Inc. (The) Common Stock,1,Buy,1.055131,0.087510005,2.35,7.309,1.04352,5.46,0.0591
307,IPI,Intrepid Potash Inc Common Stock,1,Buy,2.136413,-0.109589994,0.78,32.685,0.3827,1.33,0.0337
308,IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,1,Buy,0.823721,0.07795,1.43,3.943,0.80834997,14.52,0.16610001
309,IT,Gartner Inc. Common Stock,1,Buy,1.592391,0.08501001,6.23,10.239,0.94338,2.32,0.021300001
310,ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),1,Buy,0.981157,0.25373,0.56,15.057,0.24139999,0.59,
311,ITW,Illinois Tool Works Inc. Common Stock,1,Buy,1.102285,0.17176001,9.32,10.365,0.80112,4.34,0.0134000005
312,IVC,Invacare Corporation Common Stock,1,Buy,0.824456,-0.05197,0.11,8.117,1.1190699,16.38,0.31190002
313,IVZ,Invesco Ltd Common Stock,1,Buy,1.284004,0.19600001,2.96,22.835,0.82623,2.25,0.0218
314,JBGS,JBG SMITH Properties Common Shares ,1,Buy,0.895393,-0.20992,-0.6,24.133,0.96188,2.32,0.0099
315,JBT,John Bean Technologies Corporation Common Stock,1,Buy,1.588139,0.06327,5.49,21.182,1.04348,7.21,0.0633
316,JELD,JELD-WEN Holding Inc. Common Stock,1,Buy,2.495247,0.03366,2.41,9.757,1.14714,5.88,0.042600002
317,JLL,Jones Lang LaSalle Incorporated Common Stock,1,Buy,1.391921,0.07229,13.26,109.542,0.99942,3.55,0.0299
318,JNPR,Juniper Networks Inc. Common Stock,1,Buy,0.830786,0.044949997,1.89,13.53,0.96880996,5.93,0.068
319,K,Kellogg Company Common Stock,1,Buy,0.655059,0.091230005,4.2,9.216,0.88444,10.52,0.0791
320,KAI,Kadant Inc Common Stock,1,Buy,1.319526,0.10195,6.78,43.41,1.02622,4.81,0.0163
321,KAR,KAR Auction Services Inc Common Stock,1,Buy,1.207608,0.022880001,1.09,12.724,1.0674,3.7,0.1103
322,KEX,Kirby Corporation Common Stock,1,Buy,1.469565,0.03523,2.46,51.346,0.96769,4.89,0.0327
323,KEY,KeyCorp Common Stock,1,Buy,1.537663,0.32961,1.97,16.177,0.8898,2.0,0.014099999
324,KL,Kirkland Lake Gold Ltd. Common Shares,1,Buy,0.573199,0.3036,,19.195,0.62082,1.65,
325,KMPR,Kemper Corporation,1,Buy,0.7625,0.08826,6.66,66.739,0.72648,1.5,0.0064999997
326,KMT,Kennametal Inc. Common Stock,1,Buy,2.073262,0.006,1.6,15.246,1.0425,7.47,0.0661
327,KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),1,Buy,0.850267,0.05964,3.24,516.134,0.47518003,1.22,
328,KRC,Kilroy Realty Corporation Common Stock,1,Buy,0.860326,0.70658994,1.69,46.872,1.05817,4.32,0.0533
329,KSS,Kohl's Corporation Common Stock,1,Buy,2.187772,0.039389998,4.87,32.592,0.97260004,3.45,0.0832
330,KSU,Kansas City Southern Common Stock,1,Buy,1.089227,0.046290003,10.48,46.629,0.86152,3.46,0.0365
331,KW,Kennedy-Wilson Holdings Inc. Common Stock,1,Buy,1.155567,0.75238,-0.02,9.375,0.80922997,4.01,0.0197
332,KWR,Quaker Chemical Corporation Common Stock,1,Buy,1.467899,0.07261,8.25,73.967,0.80138,32.21,0.1309
333,LBRT,Liberty Oilfield Services Inc. Class A Common Stock,1,Buy,3.155172,-0.14491999,0.51,7.117,0.48619998,6.09,0.062
334,LC,LendingClub Corporation Common Stock,1,Buy,1.794021,-0.45992002,0.23,7.541,0.85054,2.32,0.052800003
335,LDI,loanDepot Inc. Class A Common Stock,1,Buy,,0.39415002,2.61,4.783,0.1531,4.05,0.2589
336,LEG,Leggett & Platt Incorporated Common Stock,1,Buy,1.503808,0.066350006,3.04,10.926,0.75598,7.27,0.046
337,LEN,Lennar Corporation Class A Common Stock,1,Buy,1.493471,0.13831,13.69,63.375,0.97056,3.36,0.0414
338,LFC,China Life Insurance Company Limited American Depositary Shares,1,Buy,1.045454,0.072859995,0.49,82.745,0.0094099995,1.85,
339,LICY,Li-Cycle Holdings Corp. Common Shares,1,Buy,,,,,,,
340,LMND,Lemonade Inc. Common Stock,1,Buy,,-1.47001,,,0.32601002,3.81,0.19590001
341,LNC,Lincoln National Corporation Common Stock,1,Buy,2.210328,0.07456,10.9,102.501,0.80161005,2.87,0.025899999
342,LNN,Lindsay Corporation Common Stock,1,Buy,0.327717,0.08686,4.94,29.249,0.9419,3.21,0.0214
343,LPG,Dorian LPG Ltd. Common Stock,1,Buy,1.332974,0.28691998,2.64,22.819,0.75349,5.4,0.0829
344,LTHM,Livent Corporation Common Stock,1,Buy,2.157628,-0.05716,0.35,3.654,0.92513,7.62,0.1988
345,LVS,Las Vegas Sands Corp. Common Stock,1,Buy,1.49476,-0.57859004,2.43,3.499,0.4018,3.03,0.0381
346,LXP,Lexington Realty Trust Common Stock,1,Buy,0.633695,0.60258,0.13,6.802,0.94997,8.85,0.1691
347,LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),1,Buy,1.526746,0.11571,13.54,26.323,0.78745,2.76,0.0183
348,LYG,Lloyds Banking Group Plc American Depositary Shares,1,Buy,1.483139,0.17782,0.0,0.000695,0.013890001,0.74,
349,LYV,Live Nation Entertainment Inc. Common Stock,1,Buy,1.325443,-1.1453,0.78,-3.407,0.73752,5.42,0.0789
350,LZB,La-Z-Boy Incorporated Common Stock,1,Buy,1.087882,0.06396,3.21,17.052,0.98608,5.22,0.0705
351,M,Macy's Inc Common Stock,1,Buy,2.119565,-0.01312,2.09,8.577,0.83671,2.48,0.1841
352,MAA,Mid-America Apartment Communities Inc. Common Stock,1,Buy,0.652838,0.23813,2.6,50.736,0.93179,4.57,0.029000001
353,MAIN,Main Street Capital Corporation Common Stock,1,Buy,1.507641,1.26718,2.43,22.649,0.18632,6.7,0.0251
354,MANU,Manchester United Ltd. Class A Ordinary Shares,1,Buy,0.903699,-0.04374,13.97,2.329,0.91616,4.55,0.086
355,MAS,Masco Corporation Common Stock,1,Buy,1.346739,0.103999995,3.96,-0.067,0.95394,4.72,0.0385
356,MATX,Matson Inc. Common Stock,1,Buy,0.981521,0.10712,4.71,23.688,0.86931,6.87,0.0433
357,MAXR,Maxar Technologies Inc.,1,Buy,1.340505,0.00339,4.99,17.378,0.75285006,5.45,0.0864
358,MBT,Mobile TeleSystems PJSC,1,Buy,1.094668,0.11935,1.05,52.093,0.2855,0.85,
359,MC,Moelis & Company Class A Common Stock,1,Buy,1.241266,0.24338,3.27,7.851,0.94605005,3.35,0.0156
360,MCW,Mister Car Wash Inc. Common Stock,1,Buy,,,,,,,
361,MDC,M.D.C. Holdings Inc. Common Stock,1,Buy,1.448369,0.10342,9.43,31.522,0.75689006,4.55,0.0432
362,MFA,MFA Financial Inc.,1,Buy,1.771288,0.77015,0.43,5.698,0.63764,3.3,0.0214
363,MFC,Manulife Financial Corporation Common Stock,1,Buy,1.266268,0.12746,2.21,24.599,0.56994,3.31,
364,MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,1,Buy,2.548459,-0.72542,,9.6,0.14369,0.55,
365,MGM,MGM Resorts International Common Stock,1,Buy,2.448144,-0.19285,0.18,12.822,0.65636003,2.14,0.0332
366,MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,1,Buy,0.813586,0.21111,1.38,19.35,0.96082,3.67,0.0187
367,MHK,Mohawk Industries Inc. Common Stock,1,Buy,1.570108,0.0646,14.65,121.83,0.78389,1.93,0.024400001
368,MIC,Macquarie Infrastructure Corporation Common Stock,1,Buy,1.639825,-1.1201999,0.87,10.261,0.90314,2.84,0.088199995
369,MLM,Martin Marietta Materials Inc. Common Stock,1,Buy,0.63155,0.16823,13.03,94.554,0.94563,2.83,0.013200001
370,MLNK,MeridianLink Inc. Common Stock,1,Buy,,,,,,,
371,MMC,Marsh & McLennan Companies Inc. Common Stock,1,Buy,0.904347,0.12715,6.14,18.543,0.90112996,3.08,0.0101
372,MMM,3M Company Common Stock,1,Buy,0.953056,0.17038,10.59,23.737,0.6875,5.88,0.0184
373,MMP,Magellan Midstream Partners L.P. Limited Partnership,1,Buy,1.070049,0.33650002,4.11,10.325,0.64857,6.87,0.0432
374,MMS,Maximus Inc. Common Stock,1,Buy,0.802044,0.07437,4.51,22.285,0.98289,4.39,0.0234
375,MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,1,Buy,0.788209,0.54227,0.33,5.865,0.64532,1.64,0.0225
376,MOD,Modine Manufacturing Company Common Stock,1,Buy,2.79076,-0.116510004,1.81,6.758,0.93214995,3.42,0.0221
377,MPLN,MultiPlan Corporation Class A Common Stock,1,Buy,,-0.50189996,,,0.83682,8.4,0.0515
378,MRK,Merck & Company Inc. Common Stock (new),1,Buy,0.422807,0.11056,6.68,10.645,0.75429,1.85,0.0088
379,MSA,MSA Safety Incorporated Common Stock,1,Buy,0.900655,0.07591,5.56,20.709,0.81063,19.76,0.036199998
380,MSCI,MSCI Inc Common Stock,1,Buy,0.960193,0.37972,10.81,-5.843,0.9286,2.73,0.010199999
381,MSM,MSC Industrial Direct Company Inc. Common Stock,1,Buy,1.02013,0.06439,5.27,19.887,0.93666,3.64,0.0544
382,MSP,Datto Holding Corp. Common Stock,1,Buy,,0.07874,,,0.86642,16.76,0.1496
383,MTB,M&T Bank Corporation Common Stock,1,Buy,1.191304,0.28307,11.91,118.115,0.86243,5.05,0.035099998
384,MTH,Meritage Homes Corporation Common Stock,1,Buy,1.698913,0.10335,17.27,65.44,0.98423,5.92,0.0746
385,MTN,Vail Resorts Inc. Common Stock,1,Buy,1.317391,0.06454,7.94,44.221,0.98217005,4.24,0.0345
386,MTW,Manitowoc Company Inc. (The) Common Stock,1,Buy,2.43519,-0.01323,1.04,18.609,0.74457,2.73,0.037100002
387,MTX,Minerals Technologies Inc. Common Stock,1,Buy,1.451419,0.0817,5.17,43.114,0.97416997,3.46,0.0106
388,MUR,Murphy Oil Corporation Common Stock,1,Buy,3.229693,-0.34555,1.12,25.501,0.83007,6.32,0.1078
389,MUSA,Murphy USA Inc. Common Stock,1,Buy,1.060043,0.02646,9.03,28.992,0.8735,8.61,0.0677
390,MWA,MUELLER WATER PRODUCTS Common Stock,1,Buy,1.302313,0.07282,0.67,4.224,0.98113,5.03,0.0272
391,MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,1,Buy,,-0.023829998,,,0.56415004,11.62,
392,NAT,Nordic American Tankers Limited Common Stock,1,Buy,0.621195,-0.050640002,0.17,3.765,0.31479,2.3,0.034
393,NBHC,National Bank Holdings Corporation Common Stock,1,Buy,1.038209,0.32237,2.58,27.087,0.99805,4.61,0.0235
394,NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,1,Buy,2.81065,0.0,0.37,11.833,0.55436003,3.38,0.1367
395,NEP,NextEra Energy Partners LP Common Units representing limited partner interests,1,Buy,0.730895,0.26288,1.99,32.309,0.87988997,5.68,0.038900003
396,NETI,Eneti Inc. Common Stock,1,Buy,1.248362,-2.30331,,,0.16278,3.38,0.017
397,NEWR,New Relic Inc. Common Stock,1,Buy,0.861413,-0.28849,-0.04,6.493,0.92703,7.64,0.09020001
398,NFG,National Fuel Gas Company Common Stock,1,Buy,0.731521,0.053590003,4.42,23.024,0.73730004,6.9,0.0294
399,NJR,NewJersey Resources Corporation Common Stock,1,Buy,0.536956,0.14072,2.26,17.664,0.76333,3.79,0.025999999
400,NLS,Nautilus Inc. Common Stock,1,Buy,1.667953,0.10831001,1.87,5.051,0.87442,3.34,0.1883
401,NLSN,Nielsen N.V. Ordinary Shares,1,Buy,1.456521,0.092700005,1.72,8.304,1.0464,7.76,0.069299996
402,NMR,Nomura Holdings Inc ADR American Depositary Shares,1,Buy,0.864197,0.04542,,879.791,0.010039999,1.98,
403,NOK,Nokia Corporation Sponsored American Depositary Shares,1,Buy,0.57435,-0.09743,0.31,2.431,0.065170005,0.68,
404,NS,Nustar Energy L.P.  Common Units,1,Buy,2.573144,0.01595,1.35,4.045,0.58728004,6.67,0.0427
405,NSC,Norfolk Southern Corporation Common Stock,1,Buy,1.297826,0.23513001,13.05,58.516,0.76225,2.41,0.0109
406,NUE,Nucor Corporation Common Stock,1,Buy,1.383001,0.117010005,6.93,38.254,0.80188006,1.51,0.0164
407,NUS,Nu Skin Enterprises Inc. Common Stock,1,Buy,1.194153,0.07411,4.28,17.569,0.83041,5.32,0.066599995
408,NVO,Novo Nordisk A/S Common Stock,1,Buy,0.268529,0.34148,3.32,25.327,0.0769,2.71,
409,NVR,NVR Inc. Common Stock,1,Buy,1.010869,0.121520005,366.72,837.042,0.84958,2.34,0.0136
410,NVRO,Nevro Corp. Common Stock,1,Buy,0.98952,-0.22943,-1.29,11.233,1.08909,8.85,0.1379
411,NVS,Novartis AG Common Stock,1,Buy,0.520202,0.17426,6.62,22.504,0.09967,2.76,
412,NVTA,Invitae Corporation Common Stock,1,Buy,1.904891,-1.9222301,-2.2,12.031,0.81916,7.18,0.16239999
413,NWG,NatWest Group plc American Depositary Shares,1,Buy,1.663349,-0.00627,,,0.00542,0.82,
414,NWN,Northwest Natural Holding Company Common Stock,1,Buy,0.445108,0.11038,2.63,30.544,0.73043,4.73,0.0291
415,NX,Quanex Building Products Corporation Common Stock,1,Buy,1.666484,0.056220002,1.71,11.4,0.98581004,9.79,0.0554
416,NXRT,NexPoint Residential Trust Inc. Common Stock,1,Buy,0.980978,0.04502,-0.88,16.854,0.81427,3.15,0.0201
417,NYCB,New York Community Bancorp Inc. Common Stock,1,Buy,1.063318,0.4734,1.42,13.532,0.64347,9.34,0.1195
418,OC,Owens Corning Inc Common Stock New,1,Buy,1.552985,0.1185,8.5,37.661,0.99676,2.6,0.0239
419,OCFT,OneConnect Financial Technology Co. Ltd. American Depositary Shares each representing three ordinary shares,1,Buy,,-0.35019,-0.52,,0.17082001,2.49,
420,OGE,OGE Energy Corp Common Stock,1,Buy,0.646898,0.11163,2.19,18.159,0.66064,1.45,0.0126
421,OGS,ONE Gas Inc. Common Stock,1,Buy,0.417934,0.12309,4.1,43.133,0.81944,3.27,0.0217
422,OHI,Omega Healthcare Investors Inc. Common Stock,1,Buy,0.945945,0.25121,1.8,16.939,0.71289,3.21,0.043899998
423,OI,O-I Glass Inc. Common Stock,1,Buy,1.762554,0.051170003,1.92,0.988,0.95014,5.76,0.0471
424,OII,Oceaneering International Inc. Common Stock,1,Buy,3.55,-0.08012,0.2,5.436,0.91668,1.94,0.0323
425,OIS,Oil States International Inc. Common Stock,1,Buy,3.945652,-0.14551,-0.24,11.948,0.84745,2.83,0.0708
426,OMC,Omnicom Group Inc. Common Stock,1,Buy,0.920573,0.073920004,6.41,14.93,0.96984,4.97,0.0543
427,OMI,Owens & Minor Inc. Common Stock,1,Buy,0.222707,0.0248,3.28,10.47,0.92983,6.94,0.0892
428,ORA,Ormat Technologies Inc. Common Stock,1,Buy,0.319526,0.09924,1.97,32.259,0.87354,12.18,0.120900005
429,ORAN,Orange,1,Buy,0.302469,0.02658,1.26,12.936,0.00949,1.27,
430,ORCL,Oracle Corporation Common Stock,1,Buy,0.796126,0.33958,5.12,1.861,0.48235,2.7,0.0235
431,ORI,Old Republic International Corporation Common Stock,1,Buy,0.856441,0.17633,2.27,21.596,0.75886,2.14,0.0112
432,ORN,Orion Group Holdings Inc. Common,1,Buy,0.982045,0.030250002,0.56,5.285,0.75778,1.4,0.0081
433,OWL,Blue Owl Capital Inc. Class A Common Stock,1,Buy,,-0.85191,,,0.91488,0.88,
434,OXY,Occidental Petroleum Corporation Common Stock,1,Buy,2.503264,-0.78622,-0.44,9.147,0.67407,1.18,0.039100002
435,PAC,Grupo Aeroportuario Del Pacifico S.A. B. de C.V. Grupo Aeroportuario Del Pacifico S.A. de C.V. (each representing 10 Series B shares),1,Buy,1.003255,0.14887,6.13,434.3,0.17454,1.08,
436,PARR,Par Pacific Holdings Inc.  Common Stock,1,Buy,2.640829,-0.09038,1.0,4.59,0.9522,5.3,0.048299998
437,PATH,UiPath Inc. Class A Common Stock,1,Buy,,-0.41015998,,,0.26068002,3.89,0.0306
438,PB,Prosperity Bancshares Inc. Common Stock,1,Buy,1.304347,0.46592999,5.45,66.953,0.8161,3.12,0.013300001
