,Symbol,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
1713,NGM,2.01,-1.5,-2.17,3.97,0.67,1.88,0.02
1714,NGMS,,0.22,,,0.23,0.87,0.04
1715,NH,1.66,-0.89,-0.24,-1.19,0.21,8.93,0.04
1716,NICE,0.26,0.12,7.01,41.12,0.63,5.26,
1717,NKSH,0.54,0.4,2.63,29.91,0.25,5.99,0.01
1718,NKTX,,0,,,0.8,4.84,0.05
1719,NLOK,1.09,0.24,,,1.0,4.65,0.05
1720,NLSP,,0,,,0.01,0.15,0.03
1721,NLTX,1.01,0,-1.2,2.38,0.67,15.14,0.07
1722,NMFC,1.47,1.05,1.22,12.85,0.34,1.8,0.0
1723,NMIH,1.72,0.38,3.27,16.12,0.97,2.66,0.03
1724,NMRK,1.9,0.25,1.47,3.74,0.65,2.98,0.03
1725,NMTR,-0.24,0,,,0.3,1.19,0.03
1726,NNOX,,0,,,0.15,6.91,0.13
1727,NOVN,-0.03,0,-0.14,0.02,0.1,0.68,0.02
1728,NPCE,,-0.62,,,0.21,0.68,0.01
1729,NRBO,,0,,,0.31,0.86,0.02
1730,NRIX,,-2.76,,,0.86,14.68,0.14
1731,NSIT,1.84,0.02,7.5,39.16,1.12,14.16,0.16
1732,NSPR,,0,-2.55,3.7,0.15,0.59,0.06
1733,NSSC,1.39,0.08,1.28,4.8,0.74,21.84,0.07
1734,NSTG,1.71,-0.74,-2.04,5.23,1.09,11.76,0.09
1735,NTAP,1.29,0.13,5.1,3.09,0.95,5.09,0.06
1736,NTES,0.41,0.15,4.95,127.93,0.38,1.91,
1737,NTIC,1.05,0.06,0.95,6.53,0.36,1.99,0.0
1738,NTLA,2.13,0,-2.91,8.04,0.82,1.28,0.06
1739,NTNX,1.88,-0.74,-1.37,-3.53,0.79,4.42,0.04
1740,NTRA,1.25,-0.62,-3.53,4.26,0.95,10.17,0.06
1741,NUVL,,0,,,0.32,4.54,0.04
1742,NUWE,,-2.07,,,0.32,0.13,0.01
1743,NVAX,1.62,-0.8,30.21,14.03,0.55,1.55,0.09
1744,NVCN,2.94,0,-0.13,1.06,0.12,2.81,0.01
1745,NVDA,1.36,0.32,17.24,30.14,0.66,0.82,0.01
1746,NVEE,0.99,0.05,4.59,29.7,0.64,7.56,0.03
1747,NVMI,1.14,0.18,3.19,13.85,0.85,5.28,0.03
1748,NVVE,,0,,,0.27,4.43,0.05
1749,NWE,0.46,0.14,3.68,41.71,0.94,2.66,0.02
1750,NWPX,0.88,0.07,2.49,27.63,0.86,5.18,0.02
1751,NWSA,1.47,0.04,0.64,13.77,1.01,2.26,0.01
1752,NXPI,1.41,0.1,10.63,30.11,0.96,2.35,0.02
1753,NXST,1.88,0.19,23.57,59.98,0.98,6.23,0.05
1754,NXTP,,0,,,0.02,2.96,0.01
1755,NYXH,,0,,,0.26,,
1756,OAS,,0.61,17.56,43.04,1.05,3.85,0.05
1757,OB,,,,,,,
1758,OBLG,,-0.59,,,0.53,0.21,0.0
1759,OBNK,1.15,0.32,3.21,27.94,0.56,5.05,0.01
1760,OBSV,0.74,0,-0.82,0.67,0.39,0.6,0.04
1761,OBT,0.42,0.27,,,0.17,0.95,
1762,OCCI,1.86,1.65,2.1,13.96,0.14,0.09,0.0
1763,OCDX,,-0.07,,,0.99,1.24,0.01
1764,OCFC,0.97,0.23,1.85,25.01,0.72,2.25,0.01
1765,OCSL,1.48,1.43,0.59,7.09,0.51,1.4,0.01
1766,OCUL,2.14,0,-0.32,1.0,0.65,7.17,0.08
1767,OCUP,,0,,,0.12,2.31,0.04
1768,OCX,1.91,0,-0.36,1.2,0.64,4.6,0.04
1769,OEG,0.95,-0.73,,,0.21,2.23,0.07
1770,OESX,2.41,0.22,0.54,1.89,0.64,3.17,0.03
1771,OFIX,1.15,-0.07,0.78,18.22,1.01,3.31,0.02
1772,OIIM,0.7,0.12,0.48,3.12,0.32,3.07,
1773,OKTA,0.96,-0.35,-0.73,5.15,0.88,5.04,0.05
1774,OLED,1.29,0.36,5.43,19.97,0.74,2.48,0.02
1775,OLK,,-0.17,,,0.18,5.05,
1776,OLMA,,0,,,0.89,10.15,0.08
1777,OM,,-1.99,,,0.91,5.04,0.1
1778,OMCL,1.06,0.04,4.01,23.42,1.04,11.75,0.08
1779,OMER,1.1,-1.61,-1.47,-3.56,0.57,30.23,0.18
1780,OMGA,,0,,,0.65,3.39,0.02
1781,OMIC,,0,,,0.4,0,0
1782,ON,1.89,0.06,2.31,8.64,0.97,1.64,0.03
1783,ONCR,,0,,,0.79,4.47,0.05
1784,ONCS,2.29,0,-1.08,1.32,0.11,2.81,0.02
1785,ONCT,1.56,0,-1.11,1.18,0.25,1.03,0.03
1786,ONCY,1.81,0,,0.84,0.02,1.16,0.0
1787,ONDS,0.77,0,0.35,0.55,0.09,1.16,0.02
1788,ONEM,,-0.23,,-9.3,0.71,8.77,0.08
1789,ONEW,,0.05,,416.54,0.76,6.9,0.05
1790,OPBK,0.59,0.32,1.36,9.78,0.52,1.02,0.01
1791,OPCH,,-0.0,,,0.81,1.59,0.02
1792,OPEN,,-0.24,,,0.58,2.44,0.06
1793,OPGN,-0.61,0,-0.38,1.2,0.07,0.62,0.01
1794,OPK,1.76,0.04,0.05,2.53,0.29,15.05,0.12
1795,OPNT,0.74,-0.1,-4.52,7.85,0.24,1.26,0.01
1796,OPRA,1.11,1.11,0.58,9.14,0.13,6.3,
1797,OPRT,,-0.06,2.35,17.08,0.77,2.17,0.01
1798,OPRX,0.65,0.02,0.9,7.06,0.71,6.76,0.06
1799,OPT,-0.17,0,,,0.21,7.84,
1800,OPTN,0.98,-1.52,-0.65,-0.31,0.73,11.47,0.14
1801,ORGO,1.64,0.05,0.23,1.14,0.41,2.57,0.03
1802,ORGS,1.2,-2.14,-0.6,2.23,0.2,12.07,0.03
1803,ORIC,,0,,,0.96,17.51,0.17
1804,ORLY,1.08,0.16,27.2,-0.1,0.85,2.33,0.02
1805,ORMP,1.96,0,-0.85,1.75,0.18,1.43,0.04
1806,ORTX,1.15,0,-1.14,2.39,0.69,11.47,
1807,OSBC,1.44,0.28,1.05,10.72,0.73,3.46,0.02
1808,OSIS,0.73,0.06,5.53,34.25,0.98,11.02,0.09
1809,OSMT,2.24,-0.48,-0.7,1.36,0.26,3.82,0.03
1810,OSPN,0.55,-0.09,0.28,6.13,0.81,5.84,0.05
1811,OSS,2.06,0.02,0.1,2.11,0.31,0.69,0.0
1812,OSTK,4.42,0.12,2.22,8.46,0.76,5.28,0.11
1813,OSW,3.4,0,0.19,3.3,1.1,18.47,0.1
1814,OTEX,0.95,0.09,3.42,14.85,0.77,7.06,0.01
1815,OTIC,2.01,0,-0.76,1.16,0.67,2.91,0.02
1816,OTLK,0.75,0,-0.22,0.12,0.13,5.15,0.03
1817,OTLY,,-0.18,,,0.0,0.55,
1818,OTMO,,0,,,0.21,1.99,
1819,OTTR,0.39,0.13,2.66,21.42,0.56,3.64,0.01
1820,OXLC,1.18,2.28,0.87,5.94,0.05,0.36,0.0
1821,OYST,,0,-3.15,-43.65,0.9,3.37,0.06
1822,PAA,2.25,0.03,1.33,10.11,0.46,3.74,0.04
1823,PAAS,1.08,0.2,2.72,12.38,0.54,1.23,
1824,PACW,1.52,0.42,4.15,31.25,0.88,4.95,0.03
1825,PAGP,2.17,-0.0,1.08,7.54,0.89,3.67,0.03
1826,PALI,,0,,,0.21,0.13,
1827,PANL,0.76,0.08,0.52,4.16,0.41,0.41,0.01
1828,PASG,,0,,,0.84,11.06,0.11
1829,PATK,2.43,0.05,7.79,26.18,0.9,5.87,0.03
1830,PAVM,0.33,0,-0.33,0.59,0.25,2.7,0.07
1831,PAYA,,-0.01,,,1.03,5.32,0.09
1832,PAYO,,,,,,,
1833,PAYS,1.45,-0.65,0.1,0.24,0.2,1.54,0.03
1834,PBLA,0.19,0,,,0.12,4.7,0.02
1835,PCB,0.86,0.34,1.61,15.6,0.4,0.38,0.01
1836,PCOM,1.92,-0.01,0.39,4.36,0.67,1.06,
1837,PCRX,1.06,0.35,4.01,14.85,1.15,17.95,0.19
1838,PCSA,-0.06,0,-0.65,2.02,0.11,1.45,0.01
1839,PCSB,0.66,0.24,0.78,18.18,0.55,4.41,0.01
1840,PCT,,0,,,0.4,14.7,0.19
1841,PCTY,1.31,0.11,2.06,7.51,0.73,2.8,0.02
1842,PCVX,,0,,,0.9,21.19,0.08
1843,PCYG,1.39,0.15,0.18,2.29,0.34,4.25,0.04
1844,PDCE,3.45,-0.08,5.36,26.05,1.04,9.71,0.1
1845,PDD,1.42,-0.03,-0.03,50.05,0.29,2.85,
1846,PDFS,1.49,-0.52,0.21,6.1,0.72,6.92,0.04
1847,PDSB,2.07,0,-0.6,1.22,0.14,1.68,0.05
1848,PECO,0.01,0.01,,,0.44,0.27,0.01
1849,PEGA,1.19,0.01,0.99,5.89,0.48,5.18,0.04
1850,PERI,1.07,0.03,0.75,7.8,0.51,0.5,0.01
1851,PETQ,1.53,-0.08,2.08,8.84,1.1,14.57,0.17
1852,PFMT,-0.81,-0.0,-0.11,0.7,0.41,0.81,0.02
1853,PGC,1.34,0.23,2.85,28.89,0.76,3.27,0.01
1854,PGEN,2.33,-1.35,,,0.71,25.04,0.26
1855,PGNY,,0.15,0.31,-9.68,0.86,2.41,0.04
1856,PHAR,1.69,0.15,,,0.0,0.02,
1857,PHAS,1.6,0,-2.64,-0.86,0.77,13.85,0.13
1858,PHAT,,0,-3.06,-20.55,0.81,18.21,0.07
1859,PHIO,2.26,0,-0.35,2.25,0.09,1.3,0.05
1860,PHUN,15.66,0,-0.11,0.23,0.23,4.07,0.1
1861,PHVS,,0,,,0.67,24.3,0.02
1862,PI,2.34,-0.31,0.25,3.59,0.94,10.36,0.11
1863,PIRS,1.18,-2.04,-0.65,0.64,0.48,0.63,0.02
1864,PLAB,0.92,0.06,1,13.34,0.92,4.05,0.04
1865,PLBY,,-0.05,,,0.7,1.27,0.24
1866,PLCE,2.27,0.05,7.72,9.91,1.06,6.75,0.26
1867,PLL,0.46,0,-0.53,5.74,0.16,2.72,0.05
1868,PLMR,-0.14,0.06,2.93,14.71,0.95,9.11,0.05
1869,PLRX,,0,,,0.86,19.18,0.08
1870,PLSE,1.57,0,-2.18,0.77,0.13,17.54,0.1
1871,PLTK,,0.04,,,0.19,14.95,0.11
1872,PLUS,1.34,0.05,6.58,40.36,0.96,3.34,0.02
1873,PLYA,2.22,-0.77,0,3.89,0.75,6.63,0.04
1874,PMVP,,0,,,0.93,6.27,0.07
1875,PNFP,1.38,0.37,5.75,62.71,0.82,3.39,0.01
1876,PNT,,0,,,0.31,5.13,
1877,POAI,1.93,0,-0.11,0.13,0.07,0.85,0.05
1878,POOL,0.78,0.11,13.12,16.41,0.96,6.66,0.05
1879,POSH,,-0.24,,,0.29,3.02,0.06
1880,POWI,0.94,0.2,2.66,14.14,1.0,5.33,0.04
1881,POWW,-0.55,0.05,0.35,0.67,0.28,4.06,0.1
1882,PPBI,1.38,0.38,2.78,28.56,0.93,3.15,0.02
1883,PPBT,1.93,0,,,0.23,7.46,
1884,PPC,1.12,0.01,2.29,11.18,0.17,3.27,0.04
1885,PPTA,1.19,0,,,0.58,2.5,
1886,PRAX,,0,,,0.76,3.34,0.06
1887,PRCH,,-0.94,,,0.69,4.54,0.1
1888,PRDO,1.21,0.18,,,0.91,11.5,0.08
1889,PRFT,1.5,0.05,3.47,12.4,1.03,4.96,0.08
1890,PRFX,,0,,,0.36,0.43,0.04
1891,PRGS,1.25,0.16,3.52,8.01,1.04,9.12,0.07
1892,PRIM,1.26,0.03,2.73,14.86,0.95,3.85,0.02
1893,PRLD,,0,,,0.85,18.06,0.61
1894,PROF,1.6,0,,,0.53,11.41,
1895,PRPH,-0.19,-0.01,3.03,3.48,0.1,2.29,0.02
1896,PRPL,1.46,-0.19,1.24,2.37,1.01,6.53,0.1
1897,PRPO,2.64,-1.25,-0.4,0.8,0.12,0.67,0.02
1898,PRQR,0.52,0,-1.39,1.14,0.68,5.06,0.03
1899,PRTA,1.49,-1.16,-3.64,4.61,0.91,4.26,0.04
1900,PRTC,0.97,0,,,0.0,0.01,
1901,PRTG,131.15,0,,,0.07,5.01,0.03
1902,PRTH,0.48,0.06,0.52,-1.48,0.07,6,0.01
1903,PRTK,1.55,-1.57,-0.11,-2.2,0.56,7.32,0.1
1904,PRTS,2.68,-0.01,-0.08,1.77,0.8,13.72,0.19
1905,PRVA,,-0.17,,,0.56,6.35,0.1
1906,PRVB,3.01,0,-1.72,2.9,0.4,2.79,0.08
1907,PSHG,1.09,-0.26,,,0.04,1.99,0.03
1908,PSNL,1.5,-0.61,-0.9,3.58,0.88,6.22,0.07
1909,PSTI,2.31,0,-1.57,2.15,0.14,1.71,0.01
1910,PSTV,0.37,0,-5.94,0.06,0.11,0.15,0.03
1911,PSTX,,0,,,0.5,14.72,0.06
1912,PTC,1.21,0.14,3.84,14.12,0.9,2.2,0.02
1913,PTE,1.05,0,-0.47,0.37,0.17,0.6,0.06
1914,PTGX,1.55,-2.99,-2.13,5.9,1.13,10.34,0.07
1915,PTMN,,,,,,,
1916,PTON,,-0.05,-0.97,5.51,0.84,4.36,0.08
1917,PTRA,,-0.71,,,0.4,,
1918,PUBM,,0.18,,,0.88,4.85,0.4
1919,PULM,1.39,-1.66,-0.41,1.01,0.23,1.16,0.01
1920,PVAC,3.54,-1.88,4.87,9.86,0.76,2.19,0.08
1921,PVBC,1.12,0.25,0.96,13.74,0.45,5.69,0.01
1922,PWFL,1.83,-0.05,,,0.66,4.2,0.02
1923,PWP,,-0.01,,,0.92,6.14,
1924,PYCR,,,,,,,
1925,PYPD,,0,,,0.19,0.57,0.0
1926,PYPL,1.16,0.23,5.87,16.56,0.83,1.82,0.01
1927,PZZA,1.02,0.05,3.02,-7.81,1.0,4.15,0.07
1928,QCOM,1.31,0.28,8.6,6.58,0.74,1.96,0.01
1929,QCRH,1.17,0.3,4.76,38.42,0.72,4.21,0.01
1930,QFIN,0.54,0.36,5.87,71.46,0.59,2.52,
1931,QH,,0.0,,,0.01,0.42,
1932,QIPT,2.08,-0.17,,,0.17,0.06,
1933,QMCO,2.24,-0.1,0.36,-1.97,0.75,2.36,0.02
1934,QNST,0.88,0.04,0.72,5.38,0.91,3.91,0.03
1935,QRHC,1.41,0.02,0.15,3.73,0.47,0.29,0.0
1936,QRVO,1.35,0.21,12.35,41.13,0.87,2.72,0.02
1937,QTNT,2.3,-2.47,-0.88,-0.29,0.91,9.46,0.05
1938,QTRX,1.53,-0.31,-1.13,12.99,0.86,2.66,0.03
1939,QUIK,2.45,-1.11,-0.03,0.93,0.25,2.06,0.03
1940,QURE,1.13,0.61,-1.12,5.03,0.96,3.17,0.04
1941,RADA,1.0,0.2,0.58,1.65,0.58,2.29,0.02
1942,RADI,-0.02,-1.41,,,0.92,5.64,0.1
1943,RAIN,,0,,,0.88,15.7,0.07
1944,RANI,,0,,,0.01,0.85,0.03
1945,RAPT,,0,-2.97,3.69,0.9,5.82,0.08
1946,RARE,1.86,-0.98,-5.49,15.64,1.02,4.45,0.1
1947,RBBN,1.1,0.09,0.57,4.36,0.68,3.96,0.03
1948,RBCAA,0.66,0.29,3.4,40.22,0.32,5.85,0.02
1949,RBNC,0.95,0.32,2.62,19.92,0.38,2.17,0.01
1950,RCEL,0.25,-1.53,,,0.33,18.79,0.07
1951,RCII,1.54,0.06,6.38,11.19,0.77,2.75,0.03
1952,RCKT,1.55,0,-2.5,7.74,1.0,20.32,0.18
1953,RCKY,0.58,0.08,6.09,25.25,0.76,1.76,0.03
1954,RCM,0.76,0.1,0.58,1.08,0.93,5.46,0.04
1955,RDCM,1.07,-0.07,-0.18,5.03,0.03,1.11,0.0
1956,RDHL,1.4,-0.98,-0.06,1.24,0.18,5.32,
1957,RDNT,1.67,0.01,0.7,3.52,0.68,5.97,0.03
1958,RDWR,0.88,0.04,0.91,7.96,0.83,7.25,0.06
1959,REAX,,-0.2,,,0.1,2.17,
1960,REE,,0,,,0.07,0.33,
1961,REED,1.19,-0.3,-0.07,0.12,0.41,0.83,0.01
1962,REGI,0.74,0.04,3.92,32.9,0.98,3.02,0.09
1963,REGN,0.16,0.51,40.07,115.55,0.89,1.86,0.02
1964,REKR,1.82,-1.48,0.1,2.41,0.45,8.09,0.17
1965,REPH,1.18,-0.3,-0.18,-0.49,0.71,1.87,0.01
1966,REPL,2.46,0,-2.18,10.71,0.94,9.69,0.07
1967,RESN,2.21,0,-0.24,0.37,0.28,6,0.09
1968,RETA,1.52,0,-7.82,10.18,0.81,8.17,0.19
1969,REYN,,0.11,,-5.13,0.27,7.2,0.06
1970,RFIL,1.14,0.11,0.41,3.72,0.31,0.78,0.0
1971,RGCO,-0.51,0.14,1.43,11.86,0.41,6.73,0.0
1972,RGEN,0.9,0.2,2.52,28.35,0.86,5.84,0.03
1973,RGLS,2.2,-1.49,-0.34,0.36,0.38,6.17,0.07
1974,RGNX,1.2,-0.9,-5.2,10.08,0.86,5.64,0.09
1975,RIGL,1.55,-0.05,-0.27,0.46,0.84,14.66,0.14
1976,RIOT,4.5,0.45,1.45,4.37,0.3,1.82,0.18
1977,RKDA,-0.71,-0.07,-0.67,2.09,0.12,4.11,0.06
1978,RLAY,,-0.83,,,0.92,15.36,0.14
1979,RLMD,0.27,0,-5.95,6.46,0.59,2.07,0.05
1980,RLYB,,0,,,0.52,1.43,0.01
1981,RMBL,3.03,-0.06,2.71,2.04,0.14,0.1,0.01
1982,RMBS,1.04,-0.06,1.4,8.08,0.91,10.94,0.09
1983,RMNI,0.5,0.02,0.48,-1.81,0.59,2.99,0.03
1984,RMTI,0.95,-0.53,-0.2,0.36,0.36,7.79,0.05
1985,RNA,,0,,,0.91,35.08,0.2
1986,RNLX,1.24,0,,,0.17,4.33,
1987,RNW,,-0.16,,,0.63,5.45,0.12
1988,RNWK,1.61,-0.07,-0.58,1.2,0.27,1.37,0.05
1989,ROAD,1.05,0.04,1.06,7.44,0.95,3.73,0.03
1990,ROCK,1.08,0.06,4.05,23.24,1.03,3.68,0.02
1991,ROKU,1.76,0.06,1.12,18.45,0.7,0.73,0.03
1992,ROST,1.04,0.08,5.28,10.23,0.89,1.81,0.01
1993,ROVR,,,,,,,
1994,RPAY,1.14,-0.25,,7.16,0.94,12.09,0.07
1995,RPD,1.34,-0.26,0.27,1.37,1.07,13.35,0.1
1996,RPHM,,0,,,0.57,0.24,0.01
1997,RPID,,,,,,,
1998,RPRX,,0.43,,,0.63,2.75,0.02
1999,RPTX,,0,,,0.79,7.37,0.04
2000,RRBI,0.97,0.34,3.86,38.99,0.18,5.94,0.02
2001,RRR,2.47,0.06,1.45,3.9,0.93,4.04,0.07
2002,RSSS,0.47,-0.01,,0.2,0.4,0.88,0.0
2003,RSVR,,0.12,,,0.39,2.04,
2004,RUN,2.13,-0.16,-0.33,30.18,0.95,6.22,0.21
2005,RUSHA,1.25,0.04,3.64,23.57,0.99,4.29,0.01
2006,RVMD,,0,,-42.23,0.97,22.43,0.2
2007,RVNC,1.24,0,-2.81,3.42,0.89,12.14,0.05
2008,RVPH,,0,,,0.2,0.49,0.01
2009,RWLK,3.42,-2.65,-0.24,1.5,0.1,1.3,0.01
2010,RXDX,,0,,,0.68,15.24,0.03
2011,RXRX,,0,,,0.69,20.73,0.08
2012,RXST,,2.1,,,0.3,7.82,0.06
2013,RXT,,-0.09,,,0.99,6.68,0.12
2014,RYAAY,1.57,-0.62,7.7,20.59,0.46,2.1,
2015,RZLT,3.76,0,-4.11,3.49,0.31,0.12,0.0
2016,SAL,0.84,0.32,5.54,45.36,0.23,4.2,0.01
2017,SALM,1.48,0.01,0.25,5.06,0.16,1.78,0.19
2018,SAMG,0.74,0.08,1.82,7.32,0.74,1.6,0.01
2019,SANA,,0,,,0.75,6.32,0.07
2020,SANW,0.67,-0.26,-0.35,2.01,0.72,2.34,0.0
2021,SASR,1.16,0.33,3.67,32.04,0.67,4.28,0.01
2022,SAVA,1.12,0,-0.88,7.03,0.28,2.64,0.1
2023,SBAC,0.21,0.12,3.55,-46.15,0.97,2.78,0.02
2024,SBFG,1.24,0.31,1.71,19.88,0.46,0.57,0.0
2025,SBLK,1.18,0.23,3.98,16.23,0.67,0.68,0.02
2026,SBNY,2.02,0.44,15.58,116.85,0.92,4.29,0.03
2027,SBTX,,0,,,0.86,8.21,0.21
2028,SBUX,0.87,0.1,3.6,-6.5,0.71,2.23,0.01
2029,SCPH,0.37,0,-1.3,3.01,0.61,0.76,0.01
2030,SCPS,,0,,,0.04,0.1,0.03
2031,SCSC,1.59,0.0,2.75,27.12,0.99,2.41,0.01
2032,SCVL,1.5,0.09,5.09,24.71,0.68,5.73,0.13
2033,SCYX,2.16,0,-1.45,1.26,0.53,3.75,0.13
2034,SDGR,,-0.09,,,0.62,8.19,0.1
2035,SEDG,0.94,0.09,6.37,21.17,0.82,2.02,0.03
2036,SEEL,2.86,0,-0.58,0.32,0.41,2.08,0.04
2037,SELB,0.98,-2.67,-0.45,-0.17,0.5,7.52,0.1
2038,SERA,,0,,,0.07,1.88,0.01
2039,SFST,1.06,0.32,4.35,30.5,0.81,4.66,0.01
2040,SFT,,-0.33,,,0.47,4.59,0.16
2041,SGC,0.91,0.07,2.01,12.92,0.41,3.22,0.01
2042,SGH,0.95,0.01,5.09,10.85,1.09,6.11,0.13
2043,SGHT,,-1.21,,,0.41,3.9,0.05
2044,SGLB,1.41,0,-0.39,1.28,0.13,0.69,0.09
2045,SGMO,1.65,-0.98,-1.35,3.27,0.54,11.69,0.09
2046,SGMS,2.13,-0.16,2.17,-27.67,0.88,5.72,0.06
2047,SGRY,3.16,-0.06,-0.22,2.36,0.86,4.4,0.06
2048,SGTX,,0,,,0.61,3.69,0.04
2049,SHC,,-0.03,,,0.9,3.2,0.04
2050,SHCR,,-0.12,,,0.19,2.38,
2051,SHIP,0.85,0.02,0.02,1.12,0.03,0.44,0.02
2052,SHLS,,0.12,,,0.9,4.45,0.08
2053,SHYF,1.54,0.07,,,0.82,4.77,0.02
2054,SIBN,1.43,-0.56,-1.15,4.93,1.01,4.51,0.04
2055,SIEN,2.12,-1.5,-0.68,-0.23,0.87,13.15,0.17
2056,SIMO,1.1,0.16,4.87,16.05,0.79,4.06,
2057,SINT,2.15,0,-0.3,0.96,0.06,0.8,0.03
2058,SIRI,1.06,0.03,0.31,-0.63,0.14,8.34,0.19
2059,SITM,,-0.0,0.84,0.38,0.66,2.14,0.03
2060,SKIN,,-0.17,,,0.57,3.71,
2061,SKYT,,-0.15,,,0.05,0.6,0.02
2062,SKYW,1.96,0.04,3.86,43.33,0.88,2.79,0.03
2063,SLCT,0.86,0.27,1.01,12.34,0.41,3.33,0.01
2064,SLGG,1.23,0,-0.58,1.74,0.22,1.49,0.07
2065,SLGL,,0,-0.54,2.04,0.16,3.12,0.03
2066,SLGN,0.8,0.06,3.54,11.58,0.71,7.55,0.03
2067,SLHG,1.84,-0.64,,,0.15,2.08,
2068,SLM,1.38,0.59,2.58,7.18,1.0,1.94,0.02
2069,SLN,1.22,0,,,0.08,0.39,
2070,SLNO,0.46,0,-0.41,0.47,0.37,4.63,0.03
2071,SLRC,1.33,0.58,1.66,20.26,0.54,1.69,0.01
2072,SLRX,,-1.33,-0.28,1.09,0.38,1.66,0.04
2073,SLS,1.77,-1.6,-1.23,1.91,0.16,3.29,0.05
2074,SMBC,0.98,0.38,3.82,30.46,0.51,6.02,0.01
2075,SMBK,0.77,0.28,2.17,24.1,0.41,4.29,0.01
2076,SMCI,1.46,0.03,3.3,21.06,0.72,3.73,0.02
2077,SMED,-0.23,0.17,0.52,2.34,0.44,3.83,0.05
2078,SMSI,0.72,-0.15,0.27,2.24,0.37,6.66,0.05
2079,SMTC,1.64,0.13,2.86,10.85,0.99,4.1,0.02
2080,SMTI,2.31,-0.18,,-5.62,0.03,2.79,0.02
2081,SNAX,,0,,,0.26,3.16,
2082,SNCR,0.99,-0.07,-0.15,1.02,0.26,15.05,0.19
2083,SNCY,,0.13,,,1.01,6.83,0.11
2084,SNDX,1.64,0,-2.19,4.73,1.09,19.05,0.16
2085,SNES,1.58,0,-0.66,0.76,0.09,1.24,0.03
2086,SNEX,1.19,0.0,,,0.78,2.81,0.01
2087,SNPO,,,,,,,
2088,SNPS,1.08,0.18,7.37,33.35,0.9,2.07,0.01
2089,SOFI,,-0.59,,,0.32,1.27,
2090,SOLO,2.68,0,-0.26,2.38,0.14,8.01,0.17
2091,SONN,,0,,,0.02,0.2,0.09
2092,SONO,1.9,0.07,1,4.28,0.82,4.45,0.06
2093,SOPH,,-1.52,,,0.28,4.9,0.01
2094,SP,1.68,-0.27,2.2,8.05,0.93,6.35,0.02
2095,SPCB,0.46,-0.67,-0.56,0.25,0.02,0.68,0.04
2096,SPFI,0.67,0.25,2.1,20.75,0.24,3.98,0.01
2097,SPLK,1.22,-0.5,-0.5,7.6,0.87,2.93,0.04
2098,SPNE,1.2,-0.19,-0.98,5.7,0.77,3.61,0.02
2099,SPPI,2.27,0,-0.59,0.95,0.67,6.41,0.13
2100,SPRB,,0,,,1.03,13.79,0.03
2101,SPRO,1.58,0,-3.78,4.01,0.58,29.07,0.1
2102,SPSC,0.88,0.14,1.95,12.28,1.01,6.52,0.03
2103,SPT,,-0.16,-0.65,-5.58,0.93,4.91,0.04
2104,SRAX,1.9,-1.15,0.14,1.19,0.19,2.94,0.04
2105,SRDX,1.02,0.02,0.91,10.24,0.91,8.39,0.04
2106,SRGA,2.17,-0.09,,,0.5,0.92,0.05
2107,SRNE,2.37,0,1.68,0.83,0.27,9.39,0.18
2108,SRPT,1.45,-1.23,-4.52,9.6,0.84,4.56,0.1
2109,SRRA,1.02,0,-4.87,8.22,0.88,1.25,0.0
2110,SRRK,0.26,0,-3.87,6.99,1.01,15.17,0.17
2111,SRTS,0.47,-0.14,0.06,1.24,0.08,2.63,0.01
2112,SRZN,,0,,,0.68,0.7,
2113,SSBK,,,,,,,
2114,SSKN,2.46,-0.12,-0.09,0.71,0.68,3.25,0.01
2115,SSP,2.1,0.14,2.62,14.11,0.79,9.76,0.05
2116,SSRM,1.08,0.17,0.46,15.78,0.63,5.89,0.03
2117,SSSS,1.52,115.21,0.5,11.24,0.32,1.29,0.03
2118,SSTI,1.35,0.03,0.27,2.91,0.65,13.97,0.1
2119,STAA,0.97,0.1,0.67,4.57,0.93,5.13,0.06
2120,STAF,1.72,0.01,0.03,-0.28,0.13,0.05,0.05
2121,STIM,2.57,-0.41,-0.61,3.96,0.92,3.96,0.07
2122,STKL,2.22,0.09,0.11,2.95,0.75,2.17,0.01
2123,STLD,1.45,0.11,6.35,22.39,0.85,2.19,0.02
2124,STOK,0.28,0,-1.53,7.14,0.56,10.16,0.07
2125,STRL,1.38,0.03,2.07,9.62,0.87,6.9,0.06
2126,STRO,0.76,-1.15,-2.26,6.67,1.0,10.28,0.06
2127,STRR,0.15,0.01,,,0.09,0.76,0.07
2128,STSA,,0,-2.31,7.03,0.76,2.96,0.02
2129,STTK,,0,,,0.63,11.98,0.07
2130,STX,1.11,0.12,6.73,2.11,0.84,4.66,0.06
2131,STXB,1.12,0.34,1.88,21.34,0.4,1.87,0.01
2132,SUNS,1.37,0.84,1.17,15.91,0.15,2.36,0.01
2133,SUPN,1.25,0.2,1,14.24,1.05,21.62,0.23
2134,SURF,1.65,0.19,-1.43,3.66,0.6,8.29,0.09
2135,SV,,0,,,0.89,3.21,0.02
2136,SVRA,1.07,0,-0.48,1.54,0.69,1.31,0.02
2137,SWAV,1.27,-0.41,0.14,5.85,0.96,5.86,0.06
2138,SWIM,,-0.05,,,0.92,10.06,0.11
2139,SWKH,0.2,0.35,2.32,19.07,0.9,13.93,0.06
