,Recent headlines and conversations for MDT,Polarity
137,"After hitting oversold RSI status : ""We're pleased to have more options to offer patients suffering from severe aortic stenosis who are at high risk or unable to have open-heart surgery,"" said Mathew Williams, M.D., co-primary investigator for the Evolut 34mm Clinical Study, and chief of Adult Cardiac Surgery and director of Interventional Cardiology and the Heart Valve Program at the NYU Langone Medical Center in New York City. ""This new, larger valve offers patients with larger anatomical structures access to TAVR. For physicians, the recapturable and repositionable Evolut R can lead to increased accuracy in placement and control during the procedure.""The Evolut R 34mm valve is delivered through the EnVeo(TM) R Delivery Catheter System, which features an InLine Sheath. The system delivers the lowest, true delivery profile currently on the market (16 Fr equivalent, approximately 1/5 inch), which provides a greater opportunity to treat patients with smaller vessels through the preferred transfemoral access route. The Evolut R System, with its self-expanding nitinol frame, is designed to fit within the native aortic valve, using its supra-annular valve position to help achieve excellent hemodynamic performance.",0.9892
138,But old people are dying and wont buy medical devices,-0.5089
139,"With all the products that mdt have and now mazor,this stock will see $110.00 soon.",0.179
140,I love Awesome Stocks. I have done really well with their plays,0.9125
141,"Buffett just dumped the 10% he had of 4 airlines at a big loss. Berkshire will be booking a $50 bil loss. He says airlines are changed forever. Since medical devices will continue to sell at normal levels as C-19 fades perhaps the medical device sector will see some Berkshire money. A moat, steady growth and dividends is what Buffett has been talking about for 75 years.This one could put Warren in his home office for good. He lost his tail in airlines years ago and swore off them only to rediscover them as a changed business and then bet big into a collapse of airline revenue and loading up of gov't debt that will turn them into quasi-government companies for years paying back the loans. Warren is like an old heavyweight boxer who should have quit undefeated.",0.9703
142,"The DOJ inquiry into a $108 mil acquisition COV made over 5 years ago is an example of the gov't having unlimited dollars to waste. All of MDT's ventilator operations were in Galway Ireland - humming along on at about 500 high end ventilator units a month. believe I read that ventilator engineering was in MDT-Israel. Then came Covid-19 and MDT started to ramp up Galway and partner with various industrial concerns like GM & Ford to help produce its low end units for which it gave up the plans to those models. The ""probe"" will amount to nothing. Some DOJ attorney no doubt included this small purchase to be overly inclusive so that nothing possible would be missed. Nothing to see here...",0.9439
143,"C u around $90 to $95.00 a share by feb, imo",0.1989
144,LOL dirty tird,0.1613
145,We like the MDT focus on advanced algorithms. This will be a growth driver in this sector.,0.7663
146,ANANALYSTS love this stock and for good reason. I bought several thousand shares today well under $82 per share. It is down for NO reason other than stupidity !,0.8511
147,hey i wont cry i will sell my mazor and buy mdt,0.6287
148,"By end of Oct i am hoping for $120.00 TO $125.00 stay long and strong,",0.7913
149,MDT should be announcing a dividend increase shortly -- I believe it was 6/20 last year. I'll guess 7% - 10%.,0.6127
150,"I can't complain about the price action in the last couple of days. It could be that an FDA approval for MDT's TAVR in intermediate risk patients is close, as mentioned in the article on Yahoo news about Edwards Lifesciences:""Before investors get used to the company's recent growth spurt, it's important to realize its valve-replacement advantage over Medtronic might not last much longer. Last summer Edwards Lifesciences' Sapien 3 valves became the first to earn approval from the U.S. Food and Drug Administration for use in patients deemed at intermediate risk of not surviving the standard open-heart valve replacement surgery.The agency's decision made the Sapien 3 the only replacement valve available for patients seen as having a 3% to 15% chance of not surviving open-heart surgery. Last month, Medtronic announced results from a successful clinical trial that will probably result in its own replacement valves entering the same space. Investors will want to keep their eyes peeled for signs the Sapien 3 valves can continue landing punches with the industry's fiercest competitor in the ring.""",0.987
151,"I don't see anything out there specifically about MDT, but the relative attractiveness of MDT may be an issue because of a possible US 20% tax rate. A couple things come to mind, MDT pays the US rate on about 55% of its revenues so a new 20% rate would benefit MDT. I believe MDT's rate was recently running at 17% which would include US taxes paid at current rates.",0.9488
152,Medtronic is the bomb. My only regret is to not having buy enough,0.8119
153,i doubt this retests lows it was a nice time to buy but the mkt wont give us another chance,0.1862
154,"As a very long-term shareholder, all I've gotten over the last two years is a huge capital gains tax bill for the inversion and a paper loss on my new cost basis (Of course shareholders paid to cover the executives and board for their tax bills). The only solace is a decent bump in the dividend. But patience is wearing thin.",0.7067
155,Is MDT new ventilator going to be wireless and run off lithium like a Tesla?,0.6263
156,Over $120 in 2017 is a no brainer !,-0.365
157,MDT and MRK seem to be the hardest hit in the XLV today. Not sure why this is however!,0.5104
158,add small amounts,0.266
159,"Significant News Only 10/24/16Press Release: Medtronic Receives FDA Clearance of New Lower Profile HawkOne 6F Directional Atherectomy System Press Release10/24/16Press Release: MiniMed(R) Connect Mobile Accessory for Android Now Available from Medtronic Press Release10/22/16World's Smallest Pacemaker Licenced for Canadian Patients Press Release10/22/16Medtronic Announces Health Canada Licence for New TAVI System, Introduces First and Only Recapturable Transcatheter Heart Valve in Canada Press Release10/21/16Press Release: Medtronic to Webcast Investor and Analyst Briefings on October 26, 2016 and October 30, 2016 Press Release10/20/16Medtronic Announces Health Canada Licence of the MiniMed 630G System with New User-Friendly Insulin Pump Design and SmartGuard Technology Press Release10/18/16Accuracy of Wearable Medical Devices and FDA Clearance",0.9843
160,Medtronic is up 6.68% to 102.09,0.1818
161,MDT is down 4.91% to 100.94,-0.2462
162,Look at the blood thirsty vultures flocking around MDT PLC. Hahaha. Wow. Medtronic lost 3 dollars a share and the vultures are going nuts. Hahahahaha,0.0009
163,"Tesla partnership tell you everything you need to know. Medtronic is at the forefront of ventilator production, this shortage is no joke people",0.5671
164,Wow I didn't see this kind of miss coming from MDT. Looks like it may head under $70 in the near term.,0.697
165,They move their headquarters to Dublin Ireland￼ Why should we give them￼ Coronavirus bail out money,0.1708
166,"IMO THEY WILL BEAT EARNING TOMORROW,",0.1841
167,Earnings will be bad,-0.5424
168,MDT is basically slowly loosing shares to BSX and ABT. Also their GI motility pacemakers have seen better days. Its still a great company. It was way overvalued and correcting now. Perhaps now is time to initiate small position and DIP in more after February quarterly report. MDT is not going out of buisneess anytime soon. Despite all the headwinds...its still a good solid company to invest in.,0.9513
169,Analyst Tony Dobbs :Medtronic plc (NYSE:MDT) – Top Stock from Healthcare Sector,0.7124
170,https://seekingalpha.com/news/3638779-medtronic-fq2-2021-earnings-preview?utm_medium=email&utm_source=seeking_alpha&mail_subject=mdt-medtronic-fq2-2021-earnings-preview&utm_campaign=rta-stock-news&utm_content=link-3,0.0
171,"MDT weakness in the last few sessions is no doubt related to the spikes of C-19 around the world. It could mean more deferred elective procedures. But, it won't last forever and MDT keeps announcing good news and progress on the pipeline. Hang in there...",0.9188
172,10..cents..off.the..bottom..strong..close..todayBut..down..again..in..AH,0.0
173,In After hours MDT was up over $85 per share based upon insulin pump approval in Canadian Health .,0.7224
174,Long n strong baby!!,0.8325
175,"MDT Medtronic must be very good in whatever they do.Where ever doctor's office that I go to, I see their advertisement.They must be number one in what they do.This stock is for long term investment. Short time investors please go else where.",0.8919
176,It looks like MDT is being tarred by St Jude problems. I'll be watching for an add point during what could be a tuff week. I already overweight MDT in my pile so I'll add if the price continues to slide.,0.2564
177,MDT is down 4.90% to $83.81,-0.2462
178,"Medtronic MDT-NYSEBuy -- Price $100.05 on Aug. 7by Edward JonesMedtronic is one of the most diversified medical-technology companies in the world, specializing in cardiac and vascular devices, restorative therapies, diabetes devices, and minimally invasive therapies. Its innovative new products in robotic surgery, diabetes, and pacemakers, along with its strong brand reputation, should support solid long-term growth. Medtronic has a market-leading position in most areas that it operates in. While pricing pressure is a risk in the medical-device industry, we believe that Medtronic’s ability to continue to develop innovations will more than offset this risk.",0.9723
179,MDT is up 4.92% to 94.46,0.1818
180,"I am still irritated with MDT on having them relocate to Ireland and forcing holders to sell MDT shares and reissue shares MDT, plc which caused me to have to pay capital gains after holding shares for years and then today to have the stock lose a bunch of value. I think the CEO of MDT needs to go. They need some new management to learn how to maximize shareholder value.",0.9339
