,Recent headlines and conversations for NFLX,Polarity
247,I think NFLX is going to blow away both estimates and future guidance. It will be phenomenal. Jmho. Glta longs.,0.6492
248,"SAG award TV nominations:NETFLIX – 15 PRIME VIDEO – 8 HBO – 6 (including a stunt ensemble nomination)FX NETWORKS – 4AMC – 3 (including a stunt ensemble nomination)HULU – 3NBC – 2BBC AMERICA – 1NATIONAL GEOGRAPHIC – 1SHOWTIME – 1USA NETWORK – 1Nearly 2 times the next highest, Amazon. 2.5 times HBO5 times hulu15 times showtimeNetflix has been aggressively signing up talent, writers directors, studios for multi year deals. They give the talent the freedom to do their best work. Not to mention the experience and data they have on viewing habits and markets around the globe.See you at 1000 / share.",0.9748
249,Now green. I told you right? Rising oil price will shift money from retail sector to tech sector and others. Easy money. Tomorrow NFLX will be up 4%,0.7996
250,"Think of google+ trying to topple Facebook, orkut vs Facebook. Bing vs google. Just because a strong competitor is stepping into the streaming space doesn’t mean bad news for the top players. Netflix will keep growing and eventually get far too high than any other streaming service.",0.6395
251,"Netflix purchased the entire billboard advertising agency, not just advertising space:Netflix, already a heavy advertiser on billboards in the area, was offering $300 million in April to acquire Los Angeles-based Regency Outdoor Advertising, Reuters previously reported.",0.6206
252,Netflix now has a higher market cap then Disney!,-0.4695
253,"Another nice little after hours bump. This is good a good upward trend leading into tomorrow.For all those who bought yesterday, good news:Best Day of the Week to Buy Stock: MondayIt's called the Monday Effect. For decades, the stock market has had a tendency to drop on Mondays, on average. Some studies, as in ""A Survey of the Monday Effect Literature"" by Glenn N. Pettengill in the Quarterly Journal of Business and Economics (2003), have attributed this to a large amount of bad news that is often released over the weekend. Others point to investors' gloomy mood at having to go back to work, which is especially evident during the early hours of Monday trading. July is traditional one of the best months of the year for S&P returns..... so with the momentum moving forward and earnings looking solid, I think all us longs are in for a real treat the next few weeks.",0.9814
254,"I think AMZN should buy NFLX, 0.20 shares of AMZN for 1 NFLX. $625 sounds good to me.",0.7141
255,NBC just announced streaming initiative. Space getting more crowded.,-0.2185
256,Open 302$ and close above 310$,0.2228
257,Looking forward to the Earning Release tomorrow. Have a good feeling about this one!,0.7352
258,Would be nice to see hedge funds reallocating from apple to NFLX a few billion can go long way for netflix.,0.7658
259,"Nflx will someday make money, why worry",-0.3435
260,I love Netflix come on bashers admit it you love Netflix too,0.898
261,Fast Money don’t like NFLX up here!Rather Buy BABA!,0.6379
262,Going all the way up,0.1411
263,"Here's another one for Tim's comment earlier:@tim said:$FB $AAPL $AMZN $NFLX $GOOG $GOOGLTalk about inflation? FAANG along with the rest of the stock market is inflated. If I wanted to get involved in FAANG as of today's closing prices, it would cost me $4k total to buy just 1 share in each company. Here's my acronym. GEB=Grossly Extended Bubble$FB-$177.46$AAPL-$217.94$AMZN-$1927.68$NFLX-$364.58$GOOGL-$1256.27Here's my take:Tim, you probably thought that on Jan 2, 2018 as well. Let's do the IRA contribution again, but with just FANG stocks. (This example could also be a college fund).$6500 to spend on FANG stocks on Jan. 2, 2018AMZN $1209.59 x 1 share = $1209.59 (18.6% of investment)GOOGL $1095.76 x 1 share = $1095.76 (16.7% of investment)FB $184.33 x 7 shares = $1290.31 (19.8% of investment)NFLX $205.63 x 7 shares = $1439.41 (22.1%) = $1464.93 leftAAPL 173.03 x 8.46 shares = $1463.83 (22.5% of investment), this is an AAPL board, right?So you spent $6500 and ended up with 5 companies and a total of 24.46 shares. Here's where you are as of close 8/27/18, using your numbers verbatim copied:$FB-$177.46 x 7 shares = $1242.22, -3.7%$AAPL-$217.94 x 8.46 shares = $1843.77, +26.0%$AMZN-$1927.68 x 1 share = $1927.68, +59.4%$NFLX-$364.58 x 7 shares = $2552.06, +77.3%$GOOGL-$1256.27 x 1 share = $1256.27, +14.6%Overall, for your $6500 investment, your total is now $8820.00, increase of $2320, and gain of 35.7%. Not bad for owning ""only"" 24.46 shares of good, quality stocks that are leaders in their fields.",0.9959
264,"heading where it belongs, too much bandwagon buying always results in major losses after any hiccup and the er miss was a major one",0.3224
265,If your trading account looks anything like mine months ago you should do something about it. Since I joined (http://Thetraderguide.com) my account has been sizzling. Join them today…,0.8085
266,"as warren buffet says, buy when the opportunity arises to buy a good stock on sale.",0.8829
267,phenomenal growth.,0.5737
268,did you know before the July 2015 split netflix lost 140 points a few months before. made a fast recovery though. 25 points x7 before spit is 140. no one really analyzes charts they just panic sell. longs are good!,0.2741
269,384 WALL,-0.1986
270,Need to close above 380 by Friday.,0.333
271,Run Forrest run. Shorties better run for cover cause 600 here we come.,0.7554
272,IBased on today and yesterday price action I can easily can see a 20% shave after q2,0.5307
273,SO MANY SHORTS,0.0786
274,just I cover 100 more now 1500 short.,-0.4391
275,UP 5 IN AFTER HOURS !! WILL OPEN UP 10 TOMORROW AND CLOSE UP 25 AT 349.75 !!!,0.3447
276,275 close today,0.0058
277,Look at subscriber growth rate of 26% and accelerating. They just raise prices 16% but analysts are only estimating 26% revenue growth this year! There's another flood of analyst upgrades coming. It happens every year and I think this year will be one of the best years ever for the stock because the stock was robed of having one of it's best years last year with the tech stock bear market.,0.9769
278,going up of course,0.253
279,no one stopping this now,-0.2128
280,God please help the longs,0.7218
281,$418 by tomorrow??,0.1088
282,"How anyone would give even the smallest amount of credence to anything Citron says, is way beyond me. Some of the outrageous calls they have made in the past, speak for themselves. In my opinion...they are not an investment factor.",0.4945
283,Why down? Earnings leaks? Anyone?,-0.247
284,"Great short term, but long term is difficult with original content when DIS and Warner leaves Netflix to start their own Netflix. ",0.7389
285,Great price!,0.6917
286,"Taking a poll. Tomorrow when I wake up I will do one of two things. Thumbs up if I should go in the backyard and set a pile of cash on fire, thumbs down if I should log into my computer and buy NFLX?",0.7312
287,RBC Capital raised PT to $440 today. i wonder how it will react,-0.1434
288,news of the year announcement Apple buying Netflix WOW,0.8402
289,it will possibly be green by tomorrow lol,0.3713
290,Bought 400sh in 2009. NFLX is putting my son through school. Little to complain about with this company.,0.12
291,Wfh stocks will rally this coming quarter. This is where you want to be! This things a beast even when corona is not a thing,0.6441
292,"Over 5 million subscribers added....the world is not ending for Netflix. Next best company with content, subscriber count, and streaming contracts is 10 years behind. Sell now and regret it later....long and strong.",0.7434
293,"This year's Singapore Marathon will be run in virtual and AR mode. This year's Singapore Marathon will be run in virtual and AR mode. The AR track starts at Orchard Road and passes attractions such as Chinatown, the National Gallery and Marina Bay. To participate in the AR race, simply download the program and follow the instructions to connect to your treadmill at home, go to the ActiveSG gym specified in 12, or sign up for the live AR run at Marina Bay Gardens on December 5 and 6.",0.9402
294,Buy more,0.1332
295,"Bubble os busting. With the financial condition is tightening, companies that rely on debt like Netflix wi have difficulty to raise cash. If they increase subscription fee, then reduce the user growth. It's a difficult time ahead.",-0.4668
