,Recent headlines and conversations for CSCO,Polarity
272,"You know the drill Mares. ""GET LOST"".",0.2248
273,lol look at mares go...yippee gonna git me another share of GME today..yowza,0.5978
274,In a recent poll taken demtard teachers say they want to remain virtual because the inner city trash is getting more violent and they are being attacked Everyone knows you can’t control ani mals,-0.2278
275,Marekts at all time highs under Mr JoeI say fantastic keep up the good work,0.8243
276,Mars calling his mom for a loan to cover his margin,-0.1714
277,CANCEL MARES....,-0.25
278,"GoFundMe Aimed At Paying Off Harry And Meghan’s Mortgage Folds Over Lack Of Interest. LOL, nobody cares about British Libtirds either.",0.8302
279,"January 2021 Homicides Surged Nearly 30 Percent in Jim Kenney’s PhiladelphiaCarjackings are also surging in Mayor Lori Lightfoot’s (D) Chicago, were security firms are being hired to try to protect city residents who pull to pump fuel into their vehicles.'music' hath charms that enrage the savage beast",0.7683
280,Can the GQP survive?,0.0276
281,"My name is Flynn and I have no life. Washington politics doesn't really have a direct impact on my life, not as much as local politics. Yet I'm a lemming and I hopped aboard the never Trumper bandwagon. Giggles.",0.6052
282,". ""I think that Kim Jong Un -- and you've heard many bad things about him, but you've heard from me different things."" June 16 (ABC interview)This seems to suggest that Trump doesn't believe Kim is a bad guy -- and that many of the reports of the atrocities by Kim are, uh, ""fake news",-0.9001
283,$350Billion in 91% non-covid bill to continue funding blue state dem failures. The dem disaster is going to be massive.,-0.8489
284,Mario bringing Johns in here now?,-0.0584
285,My name is Dear Leader and Imma Captain of Indus-Tree,0.7016
286,So protests are bad now? What happened?,-0.6733
287,CSCO's engineering is the envy of the digital community around the worldTexas's power grid is the envy of Somalia,0.3046
288,A bit of a down day today chaps.I am still long and strong my friends,0.8491
289,"What's wrong with taking a vacation, Basement William?",-0.3887
290,aapl red tech is going to drop fast,-0.5026
291,Is wreekie hiding out in Tucson?,-0.1954
292,geez tech going down faster then kamala on white e,-0.3283
293,futures as green as the crude on Bob's teeth,-0.4965
294,They’re skiing in Texas Glo. Bull warming,0.0946
295,Dan7 minutes agoCovid Vaccine + Covid Relief + Infrastructure = BLOCKBUSTER V SHAPED ROCKET RECOVERY!nasdaq down 10% in a week great recovery,0.98
296,Fox critiques Donald the Prince of Donuts speech from last night“He looks like he lost weight!” and the “bounce in his step.”,0.098
297,Year to DateShot & Killed: 83Shot & Wounded: 328Total Shot: 411Total Homicides: 86in just the 1st 2 months of the yearpriorities matter,-0.5725
298,DNC has their base well trained.,0.5535
299,Latino businesses growing at fastest pace in America I guess that support blak business movement to catch on Snicker,0.7936
300,"Mares last seen leaving the drug store with Viagra, Jerkins Lotion and a copy of Plow Boy!",0.721
301,This stock market is weak like Joe’s pulse.,0.0939
302,Speaking of judgement I wouldn't want to be Billy Boy. Lying under oath!!!,-0.6379
303,wreekie says he's getting the 1400 but he doesn't need it roflmao,-0.4502
304,Nance won’t let Joe take questions from the press. Even the NYT is suspicious of this unprecedented behavior.,0.2661
305,"Dan26 minutes agoI agree, now is the time for Big, Bold Spending Programs. Build Back Better with low rates!Yes. Go Big!",0.8335
306,Unusual options activity on CSCO today in addition to Oppenheimer raising the price target to $50.,0.715
307,"Seriously, who TF is Kev? Is he the same as Eddie?",-0.1693
308,my post are disappearing faster than home bois at a job fair snicker,0.3665
309,only a matter of time before CSCO loses market share to a newer more growth focused company,0.7084
310,"In Weeki Wachee Flathey tell the kidsif you see wreekie, WATCH OUT",0.5776
311,Elon Musk Blames Facebook and Mark Zuckerberg For Capitol Riotthat's got to bite,-0.3024
312,"Byedung's Covid plan, was that he planned to do nothing.",0.4368
313,"For dems, hindsight is always 20/20sohow aboutin 2021 start looking at the long run?",0.4909
314,Joe's stock market is crashing,0.1721
315,Oil prices are going up. Joe is trying to enrich oil producing nations such as Russia and Venezuela.,0.572
316,my tsla was up 40.00now down 2.00joe is a failure,-0.5247
317,"Yikes, Joe threatened to withhold $1B in funds to Ukraine unless they stopped investigating corruption at Burisma, where his son was getting a paycheck. Sounds pretty fishy to me.",-0.2586
318,"San Francisco Approves Plan for Budget Surplus: $4.4M for Arts Grants, $2M for ‘Undocumented Families’The city of San Francisco has a long laundry list of what it wants to do with its $125 million budget surplus, including millions for “cultural equity” in the arts and for families who are in the United States illegally.Even as the city faces epidemics of homelessness and drug overdoses, Mayor London Breed and the city budget board’s chairman prioritized other things, including $2 million for the Family Relief Fund for “vulnerable and undocumented families who were not eligible for other forms of state and federal financial support.”-------------------------------------------and nothing for you SnowRooms....unless ""Arts Grants"" include crayons for you SnowRooms",0.9833
319,Our new POTUS giving a speech......absolutely cringeworthy.- Thy Willby Dunn,0.411
320,"Mares likes to play ""Lets Pretend"" all by itself!",0.5777
321,Dow going to 40k on the wings of a winner,0.5854
322,mares you never did tell me what you want justice for ?????????,0.7566
323,Cisco CEO must be removed immediately.,0.197
324,Mr. Potato Head.....RIPKilled by PC Police. Mr. Peanut is next.- Thy Willby Dunn,-0.2706
325,How does the continual 'watering down' of American excellence end?we will find out shortly,0.5783
326,Coldest February on record in my area What happened to that glo bull warming thing ??,0.3668
327,Go ahead and keep using my handle Mares. See what happens.,0.2813
328,Get ready for the Byedung economic bust!,0.2205
329,Year to DateShot & Killed: 91Shot & Wounded: 372Total Shot: 463Total Homicides: 96in just chicongoMake America's Streets Safe Againfor kids,-0.1906
330,Bye now. Gonna go shopping for a new car. Thinking of an M5 this time. Gonna be sweet!,0.7439
331,Robert has a Log Cabin Meeting,0.2624
332,I just have to say it.lol!Thanks.,0.2063
333,Jill told staffers they had to change Joes diapers now. They told her to pound sand.,-0.1584
334,No blackouts in Dem run NYNobody blaming windmills or hoax's,-0.6104
335,"I agree, It’s nice to have an Educated First Lady who speaks English. A real American",0.7721
336,Desantis sues bidet for breaking Fed lawyahoo allowed all manner of lies to post about DJTyetremoves the TRUTH about lawless bidet,-0.5157
337,A Texas energy company is drawing power from America’s most renewable resource: the GOP’s hatred of AOC.,0.484
338,My name is Flynn and I am a proud gay man.,0.6176
339,Nancy wins another term as speaker... no wonder the snowflakes are so angry,-0.273
340,J&J says 20 Million Doses by the end of next Month! Build Back Better!,0.6673
341,President DJTs speech yesterday sore helped the market today. MAGA never died. IT LIVES BIGTIME.2022 and 2024 all RED.,-0.7922
342,mares is self censoring. I trained him well.,0.2213
343,"mars 4m ago ""Things are really look up. Buy$"".Mars, you need to fire your English grammar teacher. Can't the CCP afford better instructors?",0.6938
344,Chuck Robbins needs to go...we need new CEO. Click tombs up if you agree...we need activists investor who can oust this good for nothing Ceo.,0.8424
345,"Why does Stan say ""Ron is right..."" they are the same person",-0.5857
346,"lol, it didn't take that ( who are ) meghan very long to play the race card will they pay her or will she get in an accident ????",0.8039
347,"“We went up to what they call ‘Monument 3,’ which is the intersection of Texas, New Mexico and Mexico. When I was standing there, looking out, I was talking to one of the agents, and he said the night before, 100 people came across and he said some of them are on ‘the list.’ I said, what list? He said, ‘the terror watch list,’ and that really sent my antenna up. It’s not just people coming from Honduras,” the congressman said, according to Fox News.House Minority Leader Kevin McCarthy said he was told by Border Patrol agents that individuals from Iran, Yemen, Sri Lanka and China were among those trying to cross the border.",0.9516
348,Upgraded to Buy at DZ Bank. Price target $52.,0.1032
349,"Let's get a list!Who can list which countries borrow $1.9 Trillion from their taxpayers, and sends 80% of it to America?",0.2107
350,Where is Khweer Leader? Did his feelings get hurt? lolz,0.4308
351,"Bye_hen, Pee_los_e, Shoe_mer push $1.9T stimulus as debt, deficit balloon to eye-popping amounts...-----------------------------------------------I'm seeing some economist estimating that the Natl Debt will hit $30T by the time Bye_hen gets out...",-0.799
352,Some class action attorney will eventually sue the USfor luring kids to come hereIs there a defense?,0.7165
353,"Wahhh, where is my $2000? I need my spinning rims!",0.1433
354,Anyone remember what the penalty for treason is?,-0.682
355,"So, the Demtards destroy the economy with lockdowns. Then steal taxpayer money to pay their cronies but call it stimulus. Then on top of that, raise taxes to pay for the so called stimulus? And the Demtards cheer for this?",0.5011
356,2 trillion in stimulus and tech crashed joe has failed the country,0.2109
357,Most investors have zero confidence in Joe.,0.7904
358,your knee caps or the votes.... capiche,-0.0732
359,"Bill Gates: How the world can avoid a climate disaster""Without innovation, we will not solve climate change. We won't even come close,"" Gates says. Anderson Cooper reports for 60 MinutesHe says in the next 30 years we need scientific breakthroughs, technological innovations and global cooperation on a scale the world has never seen.Anderson Cooper: You believe this is the toughest challenge humanity has ever faced?Bill Gates: Absolutely. The amount of change, new ideas. It's way greater than the pandemic. And it needs a level of cooperation that would be unprecedented. Anderson Cooper: That doesn't sound feasible--Bill Gates: No, it's not easy. But hey, we have 30 years--Anderson Cooper: It sounds impossible.----------------------------------------------------------------30 years!!!.... He obviously hasn't talk to AOC..... she already has a 'green plan'....Wonder if Gates, homes, cars, yachts, planes, are green....I know the $$$ he gave Byd_hen was.....wonder if Hunt_her got any...",0.9646
