,Recent headlines and conversations for GS,Polarity
124,"The wealth gap is only going to get worse. The 1% , with their money in the market, are seeing significant gains---while those w/o 401Ks, IRAs, brokerage accounts, or even decent paying jobs are being bypassed. Importantly w/o a decisive majority in the House, at best a 50:50 Senate w/Manchin, Sinema, and perhaps a couple more reluctant to raise taxes during a pandemic---there will be no way to get at those gains of the wealthy via tax. I do think that is a problem that begins to boil over at some point. Moreover if Republicans win either Senate runoff, the 2022 election becomes huge --because maintaining or even adding just one net Senate seat then solidifies a Republican Senate for 4-6 years even during a second term for Biden or Harris. It's almost a given the House will turn Republican in two years, but the Senate is the real key (as it also goes to approving SCOTUS justices should Thomas retire). The more Trump can de-legitimize Biden, the bigger the payback will be from angry Trump supporters. AOC and The Squad only help that cause. Unless the DEMS bury that faction of the party, they are probably doomed. Bernie is already beginning to see that.",0.5373
125,"Since Christopher Columbus discover America there has never been Russian in the White House, now with Trump, THERE ARE MORE OF THEM THAN IN RUSSIA",0.5004
126,id rather get rich off of GS anyway,0.8256
127,Yahoo refuses any and all dissent,-0.3368
128,"After today, still 3 more Fridays left before a weekend remain until year-end. That is a tad unnerving.",0.0574
129,"GOOD ADVICEOne suspects Marcus Aurelius was referring to a particularly frustrating person, some opponent who just would not, or could not, get the message, when he wrote:“You can hold your breath until you’re blue in the face and they’ll just go on doing it.” There’s an American expression along those same lines: “Never wrestle with a pig. You just get dirty and the pig enjoys it.”Both these pieces of advice are worth remembering for the inevitable moments that we find ourselves in conflict or at cross purposes with one of those nutty, obnoxious, stubborn jerks that make up a certain percentage of the population. Although it’s tempting to fight and argue with them, it rarely ends well, because you can’t beat someone with nothing to lose, and it’s impossible to reason someone out of a position they didn’t reason themselves into in the first place. It takes great skill to identify irrationality and emotional reactions in other people. It takes a lot of confidence to avoid battling with someone acting out of ego. It requires patience to endure their onslaughts and put up with them in your midst",0.4193
130,Somebody Bought a ton of shares at $203.98,0.3222
131,Newt Predicts Trump Victory With 326 Electoral College Votes.,0.6088
132,This is literally near pandemicLows again #$%$ man the fed has comptely screwed the market up,-0.4584
133,"$NIOShorties, this stick is to long now, go and find something else to play with before you get hurt.",0.47
134,CNBC’s Jim Cramer says stock market is in ‘a very serious correction’ — and there’s nowhere to hide,-0.1157
135,Uncle Ben says Trump not a racist or a bad guy.,-0.8288
136,... but they haven't even figured it out yet. It has to do with how long the D's force the Gov't to stay shut down. Either way President Trump gets the money from the D's and either way the D's get blamed for the shutdown...,-0.5692
137,"Since the case for pessimism is growing, this week’s Trump-o-meter reads FAILING, our second-lowest reading.",-0.6089
138,McDUNK Terminated by yahoo fails to stop obscentities,-0.667
139,WHO MAKES BAD CHOICES FOR THREE THOUSAND YEARS???????????,-0.68
140,Markets got 'way ahead of themselves' on China talks and are now realizing the reality,-0.1021
141,I was getting tired of losing all my cash to the markets so I found these guys that produce one solid stock pick a week. So far their plays have been awesome. Just go to the-stockdork .,0.7296
142,EVER SINCE I STARTED POSTING ON YAHOO I FELT LIKE I WAS PART OF SOMETHING SPECIAL. HARD TO BELIEVE IT'S BEEN OVER 10 YEARS. I WOULD LIKE TO THANK EVERYONE ON THE $MNKD MESSAGE BOARD FOR MAKING THIS ALL POSSIBLE. I COULD NOT HAVE DONE IT WITHOUT YOU.,0.9653
143,nno way,-0.0105
144,German Cases Rise at Faster Pace Though Key Spread Gauge Drops,-0.3704
145,Where is the bottom? It’s gone down 10 percent since earnings? No bad news or it is bad karma ？ Bad mouthing everyone else but their own stock is going to the toilet,-0.7461
146,USA MOST CASES IN DAYRECORD INFECTIONSCA JUMPS 70% IN HOURSSURGE AMONG YOUNGSECRET SERVICE QUARANTINE AFTER RALLYTRUMP: KUNG FLU FIGHTING,-0.7569
147,"OUR CAGE OUR CONDITIONINGGradually, unbeknownst to us, our cage—our conditioning—drains our mental energy, leaving us vulnerable to bad decision making. Let that sink in for a moment. Think about it in context to your own life . . . Ultimately, the mind is your battleground. It’s the place where the fiercest and most ruthless conflict resides. It’s where half of the things you feared were going to happen, never actually happened. It’s where your expectations always get the best of you. It’s where you fall victim to your own train of thought time and time again. And if you allow these self-defeating thoughts to dwell in your mind, they will succeed in robbing you of peace, joy, productivity, meaning, and ultimately your life. You will think yourself into endless disappointment, heartache, and even depression. But are you ready for the silver lining? YOU CAN change the way you think.",0.8982
148,"President Donald Trump with Jerry Falwell Jr in Lynchburg, Virginia. Photograph: Steve Helber/AP“Every human being is a sinner. We’re all imperfect, we’re all flawed, and we’re redeemed by the blood of Jesus Christ.”",-0.2098
149,Barnett arrested in Pelosi Office breakin. Charged with B & E and theft. He claimed it wasn’t theft because he left behind a quarter. Another thick Mick.,-0.4419
150,"Bank stocks are poised to benefit from increasing rates as the economy regains its footing, states and localities gradually reopen, and vaccine breakthroughs from Johnson & Johnson (JNJ) and potentially Novavax (NVAX) come to market.Track the performance of the stock here: https://zyne.com/stock/GS",0.8683
151,"$GS are criminals and thieves stealing by downgrading the hard earned money of retail investors to buy $NIO shares cheaper. There is no other possible conclusion, when we look to their portfolio, where millions of shares of NIO are contained.It is a self declared moral Bankruptcy, my price target for this failing $GS is 7$.",-0.9127
152,"Other side of the coinulture of Critique series is a trilogy of books by psychology professor Kevin B. MacDonald claiming that evolutionary psychology provides the motivations behind Jewish group behavior and culture, asserting Jewish behavior and culture are central causes of antisemitism and of alleged Jewish control and influence in government policy and political movements. While the first and second book received some positive reviews,[1][2][3][4] later works have been mostly rejected and condemned by academics and journalists as being scientifically unsupportable, academically sloppy, and antisemitic.[5][6][7][8][9]The trilogy includes:A People That Shall Dwell Alone: Judaism As a Group Evolutionary Strategy, With Diaspora Peoples[10]Separation and Its Discontents Toward an Evolutionary Theory of Anti-Semitism[11]The Culture of Critique: An Evolutionary Analysis of Jewish Involvement in Twentieth-Century Intellectual and Political Movements[12]Contents1 Series1.1 A People that Shall Dwell Alone (1994)1.2 Separation and Its Discontents (1998)1.3 The Culture of Critique (1998)1.4 Understanding Jewish Influence (2004)2 Criticism2.1 Academic response3 See also4 References5 External links",-0.41
153,"Just wanted to share a little paragraph about the Vampire Squid. This bank has been taking from everyone for so long they should be labeled a wmd !! Take this bank and toss it into fiery the pits where it belongs.$GS had its worst day since November 2011 and things are getting interesting. Malaysia is now seeking a full refund from Goldman for the 1MDB deals.1MDB is a multibillion-dollar Malaysian government investment fund that was meant to help benefit the people of Malaysia. But some bankers, including Tim Leissner of GS, ended up looting it for a cool $2.7 billion. The parties must've been fun, but now that music has stopped and Malaysia's Finance Minister Lim Guan Eng wants it back. He wants it all back.",0.9705
154,None knows GS's fair valuation - it could fall to $200 ... but writing puts and buying lower price puts should be very safe,0.7094
155,"Human nature - Wikipediahttps://en.wikipedia.org/wiki/Human_nature""Human nature is a bundle of characteristics, including ways of thinking, feeling, and acting, which humans are said to have naturally. The term is often regarded as capturing what it is to be human, or the essence of humanity. The term is controversial because it is disputed whether or not such an essence exists.""I'm posting this today because this is what comes to mind when I read specific posts by certain individuals who are of course anonymous. I don't understand how people can relish the loss of other people's money.This board has become a political forum, as opposed to a stock forum.Please don't forget about Karma. For some of you, it will arrive sooner than later.",0.7781
