,Recent headlines and conversations for BA,Polarity
235,Markets are not independent silos anymore. When you have crpto markets lose 30 to 40 percent of their value quickly something that has tangible value must be sold or you go bust. It is no coincidence that the go to tangible value is in the tech heavy Nasdaq that has seen some of its stellar performers take a serious haircut. Unfortunately the indexes like the DOW and S&P haven't been immune either which explains in large part why Boeing won't see any sustainable rally until Bitcoin is completely washed out. This situation is no different than the VIX blowup that created mayhem in the markets and caused some big players to close their doors. At the root of that crisis were gamblers who were betting that volatility would remain low forever and rolled over their VIX contracts continously and watched the cash roll in. It was better than CDs....Until volatility spiked....I've been around 40 years and I've seen gambling and outright greed. We pay for it....,-0.5968
236,"$241 on its way, $237xx tomorrow with respect to the 50DMA. It can’t help itself right now, low self esteem stock all of a sudden",0.6366
237,https://marketingsentinel.com/2021/04/07/the-boeing-company-nyseba-could-see-prices-soar-in-the-coming-months/,0.0
238,"Nice run today , Monday will see if it’s time to load up on calls , OTM ,",0.6955
239,"MOAT DUOPOLY, nuff said.",-0.1043
240,"@Jin, Try not to get depressed over the huge losses you suffered during last 3 weeks! Have a good weekend! There is always hope!!!",0.3413
241,International travel is going to return quicker than expected possibly this week or next leading to the potential for airlines to order more planes: soon Europe will be vaccinating people like here in America: today moderna started being administered in the Uk.,0.8093
242,"Wells Fargo BA Price target for 1 year 244.00....LOL,,, was 241.00 Monday...LOL!! Love it!! There is a Gap down at 145.00 that needs to fill!!.....LOL!! i bet we get there in July after another loss!!",0.7221
243,"Who cares about the past earning. It is in today's dropping price. Looking forward, CEO is positive for future. This is enough for a buy signal.",0.8719
244,9.00 long cut in 23 hours!! nice scalp,0.6419
245,"@LRG, I am not sure about the 200 million shares, but the market whisper for secondary share offers is in the range of $30 B to $40 B @ 190/share!!!!",0.862
246,I can smell 350 from here....oh sorry that was just my dog...but 350 is coming soon!,0.1721
247,Shorts today.,0.1608
248,"Over the last year, Chinese domestic capacity had risen faster than demand, depressing airfares as carriers sought to fill as many seats as possible. A return to fare growth is seen as a final step in the recovery.There are signs the United States, a close second in domestic capacity, is following a similar trajectory months behind China as vaccination rates rise, case numbers fall and airlines add more flights.",0.8778
249,BOEING is going to move up fast. This stock is so undervalued!!,0.5057
250,down 5x the market!1 today...........LOL!,-0.384
251,Lost alittle gains today.After hours looks like it has bottomed Fed speaks Wed I am expecting a March upward for BA on Wed.,0.5248
252,I think we should all vote to give BOEING MANAGEMENT extra compensation as they asked in the vote. What do you think?,0.8151
253,$400-$500 stock within 12 months.,0.2061
254,Boeing wins FAA approval for electrical fix - Reuters Big green day tomorrow!,0.8379
255,"so undervalued, people rather keep chasing tech bubbles, than support real business.",0.5693
256,"“ Boeing is not the recovery stock you are looking for, this investor says”",0.4373
257,Sold $225 puts today. I’ll gladly pocket the premium and buy more shares at that price. It’ll be a gift when it goes back to $300 in short order.,0.8533
258,Holland America Line to Restart Cruising from Greece in August 2021,-0.2039
259,"While it did not state the variant to be introduced, the carrier had previously disclosed in its 2019 annual results that it expected to take up to 46 737 Max aircraft between 2020 and 2021, but that these had to be deferred indefinitely following the type’s global grounding. China was the first in the world to ground the type in 2019 following two fatal crashes, and remains one of the few major 737 Max markets to uphold the flight ban.",-0.7741
260,"Very cheap to buy for euros, so cheap, I will buy more.",0.6784
261,"In a recently published travel outlook by Expedia, air travel is expected to boom later during the year with young population (Millennials and Gen Z) traveling the most. Over the past 21 days, Southwest Airlines, United Airlines, and American Airlines’ stocks have gained 20%, 27%, and 25%, respectively. On the contrary, Boeing stock has increased by 12%, 10%, and 4% over the twenty one-day, ten-day, and five-day period respectively. Per Boeing’s commercial market outlook, global passenger traffic and aircraft fleet are expected to grow annually by 4% and 3.2% in the next twenty years, respectively. Also, new aircraft demand will mostly be driven by older aircraft replacements, almost 56% of new deliveries, in the coming decade.",0.9478
262,What’s this news about Air Force One? Is this good or bad for BA,-0.1387
263,Boeing just gave me a gift at the open today Just bought 200 shares to add to my position. When people panic that's when you buy There was no reason for this stock to drop 6 bucks when it was up 5 at yesterdays open. This is what I call easy money.,0.8605
264,4 out of 5 BA Shorts are frequent fliers... On Greyhound! [[[ rim shot ]]],0.5384
265,"Boeing Extends Gains on Reported 737 MAX Deal With SouthwestBoeing extends gains on reports that Southwest is not only set to resume flights with the 737 MAX but also is looking to add hundreds more MAX planes to its fleet.BY M. COREY GOLDMAN , MAR 11, 2021 6:30 AM EST",0.8345
266,"Shorties should thank their stars. If it were not for the banks, this would be sitting pretty over $260. It still will go there but might not happen today. Good time to cover shorties. Well truly, I don’t care. The longer you stay in, better the squeeze.",0.9762
267,People can’t fly without planes. Boeing is an easy buy at these prices,0.6339
268,The price down here is a joke.,0.0812
269,https://static.seekingalpha.com/uploads/2021/4/14/9932311-16184267463440034_origin.png,0.0
270,EASY MONEY BOEING TO $325 BY AUGUST,0.6644
271,Delta bought airbus 321American strapping American in the backWhat’s wrong BA,-0.5668
272,"""It is elementary to have to say this, but we did not become a great nation by believing or espousing nonsense, or by embracing lunacy. And if my party continues down this path, we will not be fit to govern.""-Jeff Flake",0.8004
273,Boeing will grow nicely. What is with all the drama queen shorts in here. Don't pay attention to the silliness. Airplane sales are going to grow coming out of thus pandemic. I can't see how anyone would think otherwise.,0.4729
274,James is another Iam/coco account.,-0.0078
275,"""A representative from the union said contract negotiations ""soured"" when Boeing executives came to the table with what seemed to be a ""philosophical refusal to acknowledge the skills and professionalism of their Teamster workforce."" ""Boeing has spent the last 20 years creating a work environment that includes outsourcing, downsizing, and elimination of the work our members perform all the while increasing management and executive bonuses to unbelievable heights,"" said Teamsters Local 174 Secretary-Treasurer Rick Hicks in a statement. ""Now, they are attempting to use their current self-inflicted situation to jam a sub-standard contract down the throats of our members. Our members will rise to that challenge.""",0.0961
276,"Announcement: Moody's: Identified electrical issue on Boeing's 737 MAX will be a minor disturbance, Baa2 rating unaffectedGlobal Credit Research - 12 Apr 2021New York, April 12, 2021 -- Moody's Investors Service (""Moody's"") said that the identified electrical issue on The Boeing Company's 737 MAX will be a minor disturbance and will not materially interrupt the MAX program's recovery through 2021.",-0.7942
277,"Just mortgaged my house to buy more. Oversold today, the guidance is going to lift the SP and on a new order and boom where back to 250!",0.7759
278,GAME OVER: BA is going to $500,-0.0538
279,Hopefully we see about 245 tomorrow!,0.5114
280,"In directly Ba employs 2 million people, as far as investments are considered you are almost guaranteed to dobble your money, if you subscribe to the idea of a recovering economy and an end to covid lock downs. this is a fantastic 2-3 year investment. if it falls it's simple buy more, and play it long. happy buying folks.",0.9533
281,Coco I'm drinking a Margarita and planning on watching the Sun go down again over the blue Pacific...ENJOY MOM'S BASEMENT !,-0.5341
282,Mute all all of the shorts. One by one. Your BA will get to $750 with to without them. You will see this picture below.,0.0975
