,Recent headlines and conversations for COST,Polarity
249,"Hey, Hair Lip! How's that Hair Cut treating ya? Dont worry peach fuzz, it wont drop much, but it will breathe a bit. Enjoy the run to $400 by EOY.",0.8884
250,still need foods whenever. keep it,0.1273
251,"Looking at Walmart's stock chart I see it's been declining since December like Costco. So, it's not a company ( Costco) issue. What's happening is sector rotation. Money, right now, is going into cyclical stocks. Oil for example. We're touching the bottom in terms of Costco stock.",-0.0065
252,cant wait to buy more,-0.1812
253,How can they think that COST is in for more profit taking after the recent down trend... who are these crazies!? how could profit takers not be out of this stock already after that the best price added since is 150$... current value of 10.7 % on a short term basis but we should have lost a bunch of profit takers already... it made a long opportunity at value i doubt people are selling below 180 with any volume...,0.9401
254,"Here’s why I think Costco is a good investment, both short term and long term—1. Consistently good to very good financial performance 2. Great customer experience, loyalty, and trust...and hence continuing growth from existing stores3. Lots of expansion opportunities, domestic and foreign, including China (anxiously waiting for 2nd mainland store after great success with the first one and one-half years ago). After the Shanghai success, hope to see multiple stores open soon. 4. Lots of room to improve online and related delivery. Still well behind Amazon and Walmart in my view. 5. Lots of room to expand online lines of business, like travel, insurance, leisure, etc.",0.9965
255,It's a Buy under 150,0.0725
256,everytime costco starts heading to that pistol $400 mark.. $$BAM$$ OUT GO THE LIGHTS,-0.0443
257,Have the feeling stock will drop a bit before it pops. Same looking pattern Jan 15 2018. Hopefully I'm wrong.,-0.0899
258,This should be a fun week.,0.5852
259,"It would be very smart for Costco to start selling diesel fuel. Not only could they fuel their own fleet after dropping shipment, along with other local commercial rigs, the personal car market is moving towards diesel to meet mileage requirements set by our ""super smart, super caring, all knowing, in our best interest government"" (lol).",0.9844
260,200 soon. needs to correct like all other stocks.stores packed but thin margin,0.5848
261,Gone up daily for a week now...I see no problems ahead. Also agree with the parking lots always filled which only means good news for investors. Stop by sometimes just for the rotisserie chicken..Best Buy anywhere.,0.3023
262,All u negatives will be the first to change tune when this turns around and passes $350.,-0.4813
263,Last chance to get in before $350.,0.2004
264,"Grimmikins, tell us again.How many shares of COST did you short at $113?If you're gonna fib, fib big.Sailor-suited sissy.............",-0.3861
265,green,0.0406
266,As restrictions relax ... COST will soar .................................... to fresh highs.,0.6969
267,Target raised !!!!!!!!!!!!!!!!!!!!!!!!!!!!!375-378.00,-0.3524
268,COST & TSLA are so safe at all time!! :),0.7338
269,"Ok so basically because it didn’t spike in AH, it’s only going to tank",0.4814
270,"THIS AMAZON MYTH.I do not own (and never have owned) shares of Costco, Amazon, Safeway, Kroger, or Ebay.This NONSENSE of how Amazon is going to reshape or change how people buy food or stuff, or how its going to hurt companies like Costo, Safeway, or other food stores---completely #$%$. The media is GETTING PAID to tell you this. Amazon, look whats happening. Their pricing is too high, and they are in cahoots with the shipping companies to make money on shipping charges. Their customer service used to be first class, now its staffed by 3rd world losers with no English skills living in BFE. No, Amazon is going to take away consumer choices. Walgrees and others will quit offering items that Amazon sells, and pretty soon you'll go into a drug store or Safeway, they won't carry the things you always bought--cheap shampoo, dental products, hand soap, bandaids, etc. Getting it from Amazon (because its ""more convenient"") will result in inflated shipping charges and 1 week to 10 days to actually receive it.No, Amazon is not going to change things for the better for the consumer. If you think differently, then you better be buying FedEx or UPS (but then, you become a Union sympathizer....).",0.9538
271,"If Costco stock does not do well in the long term, America is in a world of hurt. Great business modeland they have what everyone needs----- food! I truly believe in this company and will stay the course.I have to say the stock is acting very strange in the last couple of weeks. See what earnings say. Shouldbe an outstanding quarter even with Covid!",0.9381
272,I LOVE MY COSTCO stocks!,0.7965
273,going to 199.00,-0.0046
274,"This stock will set all time highs after earnings,its the Holiday season that will push it up.",0.5992
275,"Costco has always paid their employees better than other stores, with most above $15/hr.",0.7661
276,Sold another batch of Costco stock today for a gain of $115.00,0.6849
277,Looks like the MACD is turning...... finally. Lets close from here up.,0.3045
278,"Last earning red AH and big green the next day , $325-$330 tomorrow",0.3218
279,Market is IRRATIONAL about Virus.......................we should learn from other markets as they do not seem to PANIC like we do.,-0.1954
280,"Hi fellow Costco investors,I am a mid-20’s investor looking for solid companies to invest in for 5-10 years. How do you all feel about Costco’s growth prospects? Does it still have enough untapped growth/market share to justify holding long? Or has its incredible run probably already included it’s best days?I’d appreciate your thoughts.Thank you!",0.9811
281,"costco company has screwed everyone,,,their stock drops from 180 to 150 and they say nothing,,,so maybe the shorts have it right that they will be destroyed by amazon,,,,,, markets are up every stock is running and costco is falling everyday,,, i have to admit they suck now that they cant overcome the amazon game effect",-0.091
282,CCramer said BUUUUUUUUUUUUYYYYYYYYYYYYYYY COST ahead of earnings....................way overdone here................................too much negativity built into the price.,-0.6666
283,Got back in @210. Good discount.,0.5499
284,Seeing the lines at cosco the last 3 weeks it is amazing this is not $350 a share,0.717
285,Somebody leaked this earnings info. All the big players knew in advance. I want an investigation!,0.1111
286,Cramer saw I made $1100 profit on Costco over the last 6 months. I guess he wants his share now.,0.7259
287,costco is severely undervalued,-0.4588
288,COST SHOULDNT BE SOLD LIKE OTHER COMPANIES THEY ARE GROWING AND SPECIAL DIV COMING,0.5274
289,Going down big time tomorrow!,-0.1816
290,Down she goes,-0.0166
291,Why is COST down so much?,-0.366
292,Will COST shine over $170 by end of this month?....Bet ya....,-0.1199
293,I bought on dec 1st 2020Why I did not received $10.00 dividend,0.2123
294,"There is a huge problem w/ Costco these days. As the company explores reaching into the online business, they are having a very difficult time separating their 'ECOM' from their regular (in-store) warehouse business model. Their ECOM is far too slow to ramp-up because mgmt. (who I believe are excellent at what they do) just aren't accepting that Costco cannot have an online business model that follows their existing warehouse business model. There is no way around this, at present, the Amazon business model is the only one there is for online shopping. Costco needs to break from their mentality of selling (online) only those types of products that their members have come to expect in their warehouses. It's just not enough. They are severely lacking 'variety' of choice. Basically, you can find anything you need or want on Amazon but not so w/ Costco. Costco has already invested millions of dollars in ramping-up their ECOM but until they realize that online shopping just cannot be the same experience as their warehouse shopping, until they realize that they need to follow Amazon in order to compete w/ Amazon, mgmt. will remain stagnant w/ lost opportunities, revenues and profits from their ECOM operations.",0.9826
