,Recent headlines and conversations for COST,Polarity
269,"the Costco's are so crowded, huge sales numbers and many new folks.",0.0919
270,"So... yesterday was too early to call for ""new 52 week high""? A little!",0.3568
271,"Bought more at 296! If it goes lower, I will buy more. No joker can tell me this is not good stock!",0.441
272,Costco credit/debit machines were down for 30 minutes nationwide at peak time......that will hurt.,-0.726
273,Costco sold out of amenities in CA and pharmacies like RAD sale skyrocketing and stocks are down?,0.3915
274,Just a blip. Monthly sales were a bit under someone's spread sheet number. The stock has run from 10 to 220. Don't be upset when large holders sell a bit because the dollar amount of their shares has hit their limit. I have trimmed three times for that reason. Lots more gains to come.,0.7444
275,"Incredible business, but no retailer is worth 35 times fwd earnings. Those saying 400 by year end will likely have to go through a pullback before COST gets there...",0.3845
276,"COSTCO is an elitist store. Looks at: https://www.investopedia.com/articles/insights/061516/whats-average-costco-consumer-cost.asp They will be the choice for future COSTCO stores (just go to a Walmart and see huge numbers of almost derelict customers). No offense intended! But where will anyone shop and get an electric car charged (not now, but soon). Who do wealthy customers want there kids to see? COSTCO represents the upscale America.",0.8237
277,GREAT Growth here.positive for investors.,0.8163
278,Healthy pullback !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!nothing has changed here for COST,0.6194
279,Costco needs earnings and project to boot in one week. long,0.6642
280,sold my 170’s total and all 20contracts for Jan 19/2018 for a profit of 98.70 good year folks.COST is likely to run to 200 by march or april thats my guess and that will happen inn feb if the tax bill passes,0.8364
281,I knew it..stock hasn't done nothing for 3 months,-0.092
282,why is this stock down,0.0083
283,One of the most efficient run companies in the WORLD !!!,0.6374
284,The markets should be green today after four days of beating and weekly options expiry. So we could see full swing .,0.0352
285,I do not believe COST will go down 5 bucks tomorrow. If it does I will buy more. Sad state of affairs when Americans are to lazy to shop at a local supermarket. I was at Costco this weekend and it was packed. Do you really want someone else buying your food? I have never bought anything from AMZN and never will.,0.4129
286,I sold this at 320!right before th pandemic and thought I was a genius a month later. Then I felt like a moron when it hit close to 400. Buying back in too good to pass up.,0.7739
287,"It likes to bounce off the 50dma. A bit surprising that this stock keeps destroying previous sales records and then freefalls 4%+, and a divvy to boot.",0.1895
288,Is this true that COST doesn't give forward guidance? I'm new to COST and I have never knew anyone else to do this.,0.2444
289,when you work there and see all Inside and out you know its going to last,0.4195
290,"Stellar Run Continues in March, Sales Up 17.6%370.00""s next stop",0.2191
291,After market close. Here we go! Hopefully we see. 5 percent rise on good news but lately in this market if they guide lower we are gonna be toast.,-0.548
292,Costco E commerce up 43% = killing Amazon.,-0.4526
293,COST is down because people no longer to spend like they have been 4 weeks ago.,-0.2248
294,this stocks it’s very interesting. If are careful you can consistently easily make 1% per day.,0.8922
295,+4.39 today....stagnant? Just not seeing what you’re seeing. I’ll take it,0.2033
296,"clobbered? The whole market was clobbered, lol.",0.4144
297,"THIS TURKEY IS HEADED FOR THE ""LAST ROUNDUP""...GOOD RIDDANCE!",-0.1271
298,Fake news at work...,-0.4038
299,"ENOUGH WITH THESE HOPEFUL WISHES...'STOCK UP, THANK GOD ITS AT THIS RATE ETC ' OH BROTHER. IF COSTCO HAD MEET EARNINGS",0.9052
300,Can’t hold at 212,-0.011
301,I was wrong... I predicted $150 before $170 when it was around $165 a while back. Congrats to those who disagreed with me.,0.5435
302,This is going to beat so nicely haha,0.777
303,"one of those days, market has no clue which way to go",-0.0858
304,Special DIVI. could be in the cards soon................................................,0.7414
305,"Bravo to Costco. Costco allowed members over 60 years of age to enter their stores at 8 AM this morning. Costco pays their employees a living wage, they have the best quality products at the best prices. And today they allowed senior citizens who are most vulnerable to the Coronavirus to shop an hour before the rest of their customers. Costco is a socially responsible company!Bravo Costco!!!",0.9643
306,amazon effect is history. not that it ever made sense,0.249
307,Costco holding up well love shopping there,0.9153
308,"I think after AMZN , Costco is a brand company with brand like kirkland .",0.5434
309,What the .....,0.0181
310,dividend ex date tomorrow. bullish today and tomorrow.,0.5049
311,Waiting to add more under300,0.2148
312,"I've been watching COST for a long time, and finally pulled the trigger <$300. Was hoping for $280, but don't know if it'll ever get there. I'm long this! GLTA longing!",0.9348
313,the irony couldn't be funnier....i can't stop laughing.,-0.254
314,"Picked this up at 293.79, don't know why but lately this stock is like catching a falling knife.",0.4489
315,GREAT COMPANY GLAD I CAN BUY INTO IT SO CHEAP!NO WAY IT SHOULD GO DOWN AS MUCH AS A NASDAQ HI TECH STOCK!GO COSTCO!,0.8564
316,CNBC says Costco comp sales are lower than expected. Probably due to people already stocked up.,0.3791
317,Great company! Solid results! Loyal customer and stock holder,0.8622
318,"The rout is on, finishes under 215",-0.05
319,market up big cost down big,0.1506
320,This is outrageous. COST down another $4 after last friday's descent. Is this really warranted? I cannot even see how Whole foods/Amazon competes much with COST?,-0.779
321,Costco forever,-0.0248
322,maybe the dip today because they are getting rid of the photo studio?,0.7299
323,there goes the $5 day,0.1307
324,took profits 178.00waiting for pull back to get back in.,0.5611
325,"Analyst Actions: Telsey Advisory Lifts Costco Wholesale's Price Target to $350 From $330, Keeps Outperform Rating.$350, A no-brainer IMO. $400 analyst action before too long.",0.7965
326,Costco packed today,0.0783
327,"Peter Lynch:""Stocks aren't lottery tickets. Behind every stock is a company. If the company does well, over time the stocks do well, and vice versa. You have to look at the company—that's what you research.""Sooner or later we'll get there!",0.7339
328,"This ""Amazon Effect"" is so over blown... correct me if I am wrong but they said the same thing about Best Buy a couple years ago.... yet they are near all time highs... This is just the next bs story that the sheep buy into. Do you really think that these multi billion dollar companies are going to disappear in a few years? As many people have eluded below, the lines for Costco are at all time highs, they beat earnings, they have a niche only Sam's club competes with.... and most important the people that shop at Costco are loyal and like that store out of all the other options out there, Amazon is not some god that is going to come in and clean everyone out, eventually the government will limit what sectors and businesses they own to prevent monopolies. Use common sense people, dont be a sheep like how much of this country has become.",0.9936
329,Massive drop expected in cost with all the panic buying of stopped,-0.6617
330,"Beat by $0.29 on earnings even with covid costs of some $200M. If it dips, I'm definitely buying more.",0.7706
331,"COST is very undervalued at these levels. I’ve been buying hand over fist. Been doing the same for WMT and TGT. These retailers are not in trouble unlike traditional retailers such as Macy’s and Dillard’s. The first 3 I named have strong customer loyalty, excellent organizational culture, stellar management, etc. The way COST treats their employees is beyond exceptional. For both moral reasons as well as financial ones I am proud to be a COST shareholder.",0.9726
