,Recent headlines and conversations for CSCO,Polarity
236,I don’t think he’s catching on. Lack of a formal education hurt that boy,-0.3012
237,Trump’s ‘good luck’ tweet to Flynn shows someone is feeding him secrets from Mueller probe: Legal expert,-0.0686
238,Stimulus money is flowing. Register Bells are ringing!,-0.1651
239,"Trump's weekend: Watching TV, tweeting, and being treated like a child by his own staff",0.7741
240,Romney’s other twitter ID = dirk diggler,0.7245
241,"trending on google... ""snicker"" is peaking among log cabin trump supporters",0.4783
242,"Looks like some regulars were De-platformed. I don’t support that, but Yahoo has its rights.",0.5904
243,market dropping faster than home bois in a friday night drive by,0.4687
244,"Now that Bloomberg is in last place after his meltdown last night, who's the left now supporting?",0.1819
245,Rally Time,-0.0722
246,"Hey SnowRooms…you can forget about the $15 min wage…Watched an interesting program about the ‘new democrats’ coming in from down South, the wealthy liberal elites in the US, and the cyots at the border. 1st the cyots are making a fortune each day from the ‘new democrats’. The new democrats that can’t pay will have a wrist monitor placed on them and they will have to send money back home to the cyots. The amount that they must pay the cyots requires the new democrats to work multiple low paying jobs. The employers love this since they know that they will get a good worker who has no skills and will do what they are told.Since the liberal, wealthy power elites own the politicians they don’t have to worry about the min wage….so they make a fortune for themselves and the stockholders…(I like that).So SnowRooms….if you were worth $15 an hour you would be making it. I have a friend in the auto body business and he can’t find good help for $35 per hr",0.9638
247,Our CIC has quickly become a huge embarrassment to his party.The damage control team is working diligently through his naps.- Thy Willby Dunn,-0.1652
248,95 percent of the so called Covid stimulus will just go into the pockets of the swamp and NOT stimulate the economy.,0.2384
249,while manges dad's Richard rapid spits at him he powers through...wiping his goggles repeatedly his commitment to this board is honorable,0.8374
250,"Democrats, nationwide, will be going to church today, to worship their lord and savior, Obama.",0.1377
251,"Reminder even Barr said ""The Mueller report in no way exonerates the President.""You know in the real world",0.0217
252,Markets at all time highs rememberHave a great weekend,0.6718
253,If only you could afford bus fare to the Library or in good enough health to walk a few blocks,0.5749
254,"America thanks Trump for 6000 DOW points, 20%+ gains in all indexes, lowest UE in 60yrs, and higher wages. This was a great year for all, and this while the DemocRATs tried to stop it. The biggest thing Americans are thankful for is the beginning of the end for the Democratic Party! The year 2019 will be remembered for the Dems creating their own demise!",0.9337
255,Bill Taylor may have heard something from someone who heard from someone.,0.4332
256,"Over $10 Trillion market gain in less than 2 years, with President Trump at the helm.WINNING and MAGA!!!",0.6054
257,Cramer said to buy. It was a perfect day to buy put options for $CSCO. See ya below $40 by tomorrow.,0.6812
258,"Don’t forget, Thursday March 4th is Trumps inauguration.",-0.234
259,50% leads to .......,-0.0046
260,"Joe: C’mon Jer, I need more.",0.5851
261,Shorting the Nasdaq with a demtard in the WH is easy money.,0.431
262,Great line form Cool Hand LukeYou're gonna get your mind right andI mean right,0.8816
263,"Shorting 100k more here, obsolete technology",-0.2139
264,big nant... (noun) the opening at the end of the alimentary canal through which solid waste matter leaves the body.some times the word appears as bignant,-0.3255
265,Fredo says Trump is too good a criminal to be caught by the dem 'keystone cops'Adorable.,-0.424
266,Tom says he didn't lose any money in the market today.,0.3674
267,The Vaccine Rollout is well underway and beginning to pick up steam. Herd Immunity should be reached much sooner than previously believed. BBB,0.9258
268,New GF today. I go through the ladies like trump does truths.,0.6984
269,"WHACK JOB TELL DADDY WHAT'S WRONG, I PROMISE NOT TO LAUGH.",0.2667
270,What am I signing? Where am I? Who said that? LOL,0.6522
271,Joe must be shorting the market.,0.5499
272,America loves Corporate Profits not Liberal Socialism.,0.7199
273,White House Brags About Trump Breaking 'Nearly All Applause Records' in His SOTUReality: Least watched SOTU in 40 years!!! ROTFLOLOLOLOL~ (((APPLAUSE)))))),0.2779
274,Mares gets to post at night when nobody cares.,0.5107
275,Year to DateShot & Killed: 165Shot & Wounded: 759Total Shot: 924Total Homicides: 177in JUST chicongothose people have NO moral high ground,-0.6195
276,Stan says 1400 checks have solved the poverty problem Roflmao,-0.665
277,Vegas under pressure to change the name of the popular card game BLACKjack.,0.3893
278,Who be in charge Mares? HUH?,-0.1737
279,They bought Mares a Rubber Bed Pan. Other one was full of dents from throwing!!!,0.2981
280,"dave08203 minutes ago$CSCO conversationCommunist manifesto democrat party continued 6. Centralisation of the means of communication and transport in the hands of the State.”“7. Extension of factories and instruments of production owned by the State; the bringing into cultivation of waste-lands, and the improvement of the soil generally in accordance with a common plan.”8. Equal liability of all to labour. Establishment of industrial armies, especially for agriculture.”9. Combination of agriculture with manufacturing industries; gradual abolition of the distinction between town and country, by a more equable distribution of the population over the country.”“10. Free education for all children in public schools. Abolition of children’s factory labour in its present form. Combination of education with industrial production.MoreThat Is Funny!, Where Is That From?,. BTW Trump Has Media,...",0.8457
281,"I have to agree with william.Trump has been acquitted, forever",0.5611
282,"Hey SnowRooms....good job!Giving the ""new democrats"" $1,400 for just showing up. Putting them up at hotels, food, clothing, free air trips....you SnowRooms are great....We""ll just put the bill on the Nat'l Debt....and let you pay later....with interest.....now at $500 billion per year...and growning",0.8449
283,Where are the shovel ready jobs?does old joe figure everybody is going to do coding or what?,0.8531
284,"Tough to say this is great news, but it is.If CSCO is having challenges sourcing chips, how do you think competitors are faring? The world needs what CSCO builds and not many companies can provide it, let alone deliver it on a short cycle. Which means less pricing competition, easier sales and larger backlogs.",-0.0274
285,was tripling the budge deficit for basically no gain in the stock marked for 22 months worth it? your grand kids will have so much debt....,0.4515
286,libtrolls still seething and festering over Hillary's HUMAiliating defeat...,-0.0391
287,Spare po me from the powduh and the finger. Yo song Marez?,-0.4313
288,The Stimulus will Pay for itself!,-0.4211
289,$5600 for a family of four with an AGI of less than $110k. At last something for the little guy,0.2864
290,1400 will cut poverty in half ??? Half???Where were they living tent city??,-0.6975
291,Jerome said he would do what ever it takes to save the economy and the market still fell 100 points off highs,0.5586
292,"CSCO should not had went down by 6% on pre market it was a clear over reaction Considering their stock shortage, maybe a little bit of 2% down, but not 6% thats like burning your wooden table for accidentally stabbing your toe against it, kind of over reaction.",-0.1233
293,https://www.ferris.edu/HTMLS/news/jimcrow/letters/2012/apes.htm#,0.0
294,Even members of his own party are questioning the poor decisions being made by the new POTUS.-Thy Willby Dunn,-0.0605
295,Trump's 3rd SC pick - a done deal.,0.0889
296,"Wray also said - ""We have no information that indicates that Ukraine interfered with the 2016 presidential election, it simply didn't happen""",-0.2351
297,$60 within the next 2 weeks.,-0.0068
298,"The last president could walk and chew gum. Joe, not so much.",0.6509
299,Joe sure is delivering on the vaccine... he had a plan and it wasn't blaming the states and playing golf,0.9132
300,Experts predict more Technology advances in the next 10 years then the last 100 combined! Don’t be left behind.,0.2364
301,"""YES, THE STOCK MARKET DID STAY FLAT FOR 23 MONTHS SINCE JAN 2018, THAT WAS HILLARY'S FAULT""",0.2003
302,"Exploring the association between the 2-repeat allele of the MAOA genepromoter polymorphism and psychopathic personality traits, arrests,incarceration, and lifetime antisocial behaviormuch like sickly cell, this is their problem",0.2776
